rn,clusid
Br6222_fgccekjj-1,X3
Br6222_fgcipcpd-1,X3
Br6222_fgckoeda-1,X1
Br6222_fgdapeci-1,X3
Br6222_fgdgedjm-1,X3
Br6222_fgdmddjl-1,X3
Br6222_fgdpfkde-1,X3
Br6222_fgejfpnk-1,X3
Br6222_fgemakbl-1,X11
Br6222_fgemnoba-1,X3
Br6222_fgepfejn-1,X5
Br6222_fgeplcmd-1,X10
Br6222_fgfehljf-1,X5
Br6222_fgfgjgjd-1,X3
Br6222_fgfjfgaj-1,X3
Br6222_fgfkakon-1,X10
Br6222_fgflabpb-1,X1
Br6222_fgfnljlj-1,X1
Br6222_fggajohn-1,X3
Br6222_fggbljjf-1,X17
Br6222_fggcjplk-1,X3
Br6222_fggljoik-1,X3
Br6222_fghapbkd-1,X3
Br6222_fgicmemi-1,X3
Br6222_fgiiadpo-1,X3
Br6222_fgikibbm-1,X3
Br6222_fgininml-1,X2
Br6222_fgjaigoc-1,X3
Br6222_fgjdnnpm-1,X3
Br6222_fgjigmce-1,X17
Br6222_fgjmaeip-1,X3
Br6222_fgkinkpm-1,X5
Br6222_fgknaofa-1,X2
Br6222_fgldkcpn-1,X3
Br6222_fgleoahp-1,X3
Br6222_fgljdadj-1,X1
Br6222_fgllcbke-1,X3
Br6222_fglnnokm-1,X3
Br6222_fglooofc-1,X10
Br6222_fgmfickl-1,X5
Br6222_fgmgjbkb-1,X11
Br6222_fgmhbmmn-1,X5
Br6222_fgnacpii-1,X1
Br6222_fgncplgn-1,X3
Br6222_fgnekifd-1,X2
Br6222_fgnfkjid-1,X3
Br6222_fgnpmhje-1,DISCARD
Br6222_fgobkinm-1,DISCARD
Br6222_fgokpobh-1,X10
Br6222_fgpbllka-1,X3
Br6222_fgpdaegf-1,DISCARD
Br6222_fgpeednm-1,X3
Br6222_fgpeljfm-1,X1
Br6222_fgpkbjme-1,X3
Br6222_fgpklcaa-1,X17
Br6222_fgpklkdj-1,DISCARD
Br6222_fhaliaij-1,X16
Br6222_fhaokolg-1,X1
Br6222_fhbkgknj-1,X2
Br6222_fhbmdiho-1,X2
Br6222_fhccidin-1,X13
Br6222_fhcidgoh-1,X1
Br6222_fhcldipj-1,DISCARD
Br6222_fhcmcofi-1,X2
Br6222_fhcmhnmo-1,DISCARD
Br6222_fhdeipfg-1,X1
Br6222_fhdhnoik-1,X17
Br6222_fhdicmfg-1,X1
Br6222_fhdmkdbe-1,X1
Br6222_fhdpbflo-1,X3
Br6222_fhebjmcg-1,X1
Br6222_fhedogeb-1,X3
Br6222_fheoafpj-1,X7
Br6222_fheopcgc-1,X1
Br6222_fhfabhob-1,X1
Br6222_fhfaidej-1,X17
Br6222_fhfamphn-1,X1
Br6222_fhfidein-1,X10
Br6222_fhfldnkp-1,X3
Br6222_fhgccmbj-1,X10
Br6222_fhgmnhhd-1,X3
Br6222_fhgoaplh-1,X1
Br6222_fhhgbndm-1,X3
Br6222_fhhiehij-1,X13
Br6222_fhhjmlei-1,X2
Br6222_fhibpond-1,X1
Br6222_fhicpbid-1,X13
Br6222_fhiddcni-1,X13
Br6222_fhifgmhf-1,X4
Br6222_fhiokmek-1,X2
Br6222_fhjgcojh-1,X1
Br6222_fhjhpglb-1,X5
Br6222_fhkbiolf-1,X17
Br6222_fhkgjaig-1,X2
Br6222_fhkijppb-1,X4
Br6222_fhlcjhnc-1,X10
Br6222_fhlelfif-1,X17
Br6222_fhlmkflc-1,X17
Br6222_fhmdmjhk-1,DISCARD
Br6222_fhmgcifj-1,DISCARD
Br6222_fhmjcgmg-1,X1
Br6222_fhmmidpc-1,DISCARD
Br6222_fhmmjdcm-1,X3
Br6222_fhmngelc-1,X2
Br6222_fhndpldl-1,X1
Br6222_fhnonbfg-1,X3
Br6222_fhnpjdbo-1,X3
Br6222_fhodbffo-1,X3
Br6222_fhohaego-1,X14
Br6222_fholfpdh-1,X10
Br6222_fhpchkld-1,DISCARD
Br6222_fhppkfoh-1,DISCARD
Br6222_fiajgpkd-1,X10
Br6222_fiancdnl-1,X7
Br6222_fiannobb-1,X3
Br6222_fibbcdhc-1,X5
Br6222_fibeppmm-1,X10
Br6222_fibgfjpb-1,X1
Br6222_fibgiaaa-1,X7
Br6222_fibkagij-1,DISCARD
Br6222_ficakgbd-1,X10
Br6222_ficggkho-1,X10
Br6222_ficlokje-1,X3
Br6222_ficnffii-1,X2
Br6222_ficodlod-1,X17
Br6222_fidglgpl-1,X3
Br6222_fidhnaeh-1,X10
Br6222_fidiabea-1,X3
Br6222_fidjdiam-1,X10
Br6222_fidmbabm-1,X7
Br6222_fidnnpga-1,X4
Br6222_fidofjoi-1,X4
Br6222_fiebgkjd-1,DISCARD
Br6222_fiefblma-1,X7
Br6222_fiegoemg-1,X1
Br6222_fieobgia-1,X3
Br6222_fifalmpk-1,X4
Br6222_fifdfdfc-1,X10
Br6222_fifnenmh-1,X10
Br6222_fifogank-1,X10
Br6222_figbdjia-1,X4
Br6222_figcmpkd-1,X7
Br6222_figeilog-1,X7
Br6222_figlobka-1,X3
Br6222_fihdcnib-1,DISCARD
Br6222_fiheglcm-1,X2
Br6222_fihgkmem-1,X1
Br6222_fihnhipg-1,X4
Br6222_fiiakjfn-1,X10
Br6222_fiikhgci-1,X7
Br6222_fijajlkd-1,X7
Br6222_fijdbakc-1,X4
Br6222_fijfdeha-1,X4
Br6222_fijgpekg-1,X5
Br6222_fijlligj-1,X7
Br6222_fikcgphk-1,X2
Br6222_fikdmnfl-1,X2
Br6222_fikjonnl-1,X11
Br6222_fiknjhnh-1,X10
Br6222_filbomgj-1,X2
Br6222_filcgaik-1,X7
Br6222_filfbhee-1,X1
Br6222_filgmbko-1,X1
Br6222_filnbmmc-1,X3
Br6222_filndhom-1,X2
Br6222_filnflhp-1,X5
Br6222_filpechd-1,X7
Br6222_fimhakbo-1,X4
Br6222_fimhcbej-1,X10
Br6222_fimkbjbj-1,X1
Br6222_fimkgdlg-1,X3
Br6222_fimodobn-1,X10
Br6222_finablgj-1,X10
Br6222_finakjla-1,X10
Br6222_finbkdem-1,X10
Br6222_fincaiib-1,X3
Br6222_fincnfid-1,X7
Br6222_finlhneo-1,X1
Br6222_fiofegjj-1,X14
Br6222_fiofndjh-1,X3
Br6222_fiojdkon-1,X4
Br6222_fionbkom-1,X14
Br6222_fionegeo-1,X1
Br6222_fiophklg-1,X7
Br6222_fioplhgh-1,X10
Br6222_fipinckl-1,X3
Br6222_fipldahg-1,X10
Br6222_fjabapcd-1,X14
Br6222_fjadgcbf-1,X1
Br6222_fjaficfh-1,DISCARD
Br6222_fjagdghc-1,X4
Br6222_fjaghoap-1,X1
Br6222_fjakmbom-1,X5
Br6222_fjanempo-1,DISCARD
Br6222_fjbaijno-1,X2
Br6222_fjbakbck-1,X2
Br6222_fjbhpfbh-1,X3
Br6222_fjbkcceg-1,X4
Br6222_fjbpeflk-1,X3
Br6222_fjcdigcg-1,X3
Br6222_fjcfhmpc-1,X7
Br6222_fjchlehi-1,X10
Br6222_fjchpmif-1,X10
Br6222_fjcnokgi-1,X14
Br6222_fjcoamfj-1,X7
Br6222_fjebghcl-1,X5
Br6222_fjeblcbi-1,X14
Br6222_fjebpjjb-1,X2
Br6222_fjeepjnl-1,X3
Br6222_fjegcleo-1,X7
Br6222_fjekckjd-1,X3
Br6222_fjfclpoa-1,X1
Br6222_fjfeedoj-1,X10
Br6222_fjfgafae-1,X1
Br6222_fjfgemlc-1,X10
Br6222_fjfhcole-1,X7
Br6222_fjfnpikk-1,X7
Br6222_fjfoehdl-1,X7
Br6222_fjgbkegi-1,DISCARD
Br6222_fjghhnoo-1,X17
Br6222_fjhcapgo-1,X3
Br6222_fjheomnf-1,X5
Br6222_fjhfbkmp-1,X3
Br6222_fjhllhlg-1,X1
Br6222_fjibkbdj-1,X1
Br6222_fjidhdmp-1,X2
Br6222_fjilnlnc-1,X2
Br6222_fjipcdam-1,X10
Br6222_fjjdagpc-1,DISCARD
Br6222_fjjdefni-1,X10
Br6222_fjjfcnkp-1,X10
Br6222_fjjiolcd-1,X3
Br6222_fjjiomcp-1,X5
Br6222_fjjknbfp-1,X5
Br6222_fjkanpdf-1,X1
Br6222_fjkbkdeo-1,X4
Br6222_fjkdcmph-1,X1
Br6222_fjkfjdak-1,X3
Br6222_fjkpdcpm-1,X3
Br6222_fjkpkkcm-1,DISCARD
Br6222_fjldneek-1,X5
Br6222_fjloplac-1,X1
Br6222_fjnfehop-1,X10
Br6222_fjnkiigb-1,X7
Br6222_fjodfpbb-1,X3
Br6222_fjoepkok-1,X3
Br6222_fjoilejl-1,X5
Br6222_fjphaeel-1,X1
Br6222_fjphcgbe-1,X10
Br6222_fjphogpf-1,X3
Br6222_fjpkaoph-1,X3
Br6222_fkabbppf-1,X10
Br6222_fkalolkh-1,X3
Br6222_fkbbnggc-1,X1
Br6222_fkbbnhne-1,X2
Br6222_fkbcelji-1,X5
Br6222_fkbdgfce-1,X10
Br6222_fkbgjjpa-1,X1
Br6222_fkbleejc-1,X5
Br6222_fkbmpmeh-1,X10
Br6222_fkboheef-1,X10
Br6222_fkceagjo-1,X7
Br6222_fkdcbilg-1,X3
Br6222_fkdmmian-1,X10
Br6222_fkdpeifh-1,DISCARD
Br6222_fkejiabo-1,DISCARD
Br6222_fkfbnggm-1,X7
Br6222_fkfdaiea-1,X7
Br6222_fkfdnlnj-1,X1
Br6222_fkfhjobi-1,X7
Br6222_fkgjccpe-1,X10
Br6222_fkgnodef-1,X3
Br6222_fkgomeha-1,X1
Br6222_fkgpaagn-1,X3
Br6222_fkgpjgef-1,X3
Br6222_fkhnkebl-1,DISCARD
Br6222_fkhofhnf-1,X10
Br6222_fkibbonl-1,X7
Br6222_fkidaona-1,X3
Br6222_fkihfhla-1,X10
Br6222_fkihmmeo-1,X5
Br6222_fkijgkie-1,X7
Br6222_fkilhhlc-1,X3
Br6222_fkilmgfl-1,X10
Br6222_fkjebbel-1,X10
Br6222_fkjgdmoa-1,X3
Br6222_fkjiodcc-1,X10
Br6222_fkjliamp-1,DISCARD
Br6222_fkjmfocg-1,X3
Br6222_fkkhheca-1,X10
Br6222_fkkjpobg-1,X3
Br6222_fklapdjp-1,X10
Br6222_fklemhck-1,X7
Br6222_fklfajcg-1,X10
Br6222_fklgcaag-1,X4
Br6222_fklnknif-1,X7
Br6222_fkmihpbg-1,X3
Br6222_fkmkollk-1,DISCARD
Br6222_fkmnnbmh-1,X2
Br6222_fknigedk-1,X3
Br6222_fknikocm-1,X17
Br6222_fkobffgc-1,X10
Br6222_fkodngen-1,X3
Br6222_fkoeidpm-1,X1
Br6222_fkogfbbg-1,X10
Br6222_fkomljeg-1,X1
Br6222_fkomlkpp-1,X2
Br6222_fkoonand-1,X2
Br6222_fkopebem-1,X13
Br6222_fkpdiaha-1,X10
Br6222_fkpjajle-1,X4
Br6222_fkplfdba-1,X7
Br6222_fkpnecml-1,X13
Br6222_fkpnmhon-1,X4
Br6222_flaadnec-1,X7
Br6222_flagkmmf-1,X3
Br6222_flajckfb-1,X5
Br6222_flameahp-1,X7
Br6222_flamnnjb-1,X3
Br6222_flbaggnm-1,X7
Br6222_flbbhclc-1,X7
Br6222_flbkompi-1,X5
Br6222_flbobhdf-1,X3
Br6222_flbpdojd-1,X3
Br6222_flbphdbo-1,X7
Br6222_flcdlogn-1,X17
Br6222_flcfhdbn-1,X12
Br6222_flcgdbol-1,X2
Br6222_flcgnidh-1,X3
Br6222_flcklafh-1,X17
Br6222_flcnbidk-1,X17
Br6222_flcnpoig-1,X7
Br6222_fldacmhl-1,X1
Br6222_fldadhje-1,X7
Br6222_fldpjbpo-1,X1
Br6222_flelcban-1,X1
Br6222_fleldnoj-1,X3
Br6222_flfecffj-1,X7
Br6222_flfgidjm-1,X4
Br6222_flfgnibe-1,X2
Br6222_flficgaf-1,X4
Br6222_flfkonnl-1,X3
Br6222_flgbjiee-1,X1
Br6222_flgdhmfh-1,X7
Br6222_flggmfog-1,X3
Br6222_flgndhji-1,X3
Br6222_flhbbhoo-1,X10
Br6222_flhdkfon-1,X1
Br6222_flhhgolm-1,X10
Br6222_flhjaljj-1,X3
Br6222_flhkmcjg-1,X7
Br6222_flhonmon-1,X3
Br6222_fliapejb-1,X3
Br6222_flidompn-1,X5
Br6222_fliffkab-1,X7
Br6222_fligbaje-1,X5
Br6222_flihclng-1,X5
Br6222_flilcioo-1,X10
Br6222_fliliaaa-1,X10
Br6222_fljahlll-1,X7
Br6222_fljbmfpn-1,X7
Br6222_fljhbeda-1,X1
Br6222_fljjopkj-1,X7
Br6222_fljljcjb-1,X5
Br6222_fljnkhdg-1,X5
Br6222_flkfpoop-1,X1
Br6222_flkgjggd-1,X14
Br6222_flkinfag-1,X5
Br6222_flknglil-1,X10
Br6222_flkoebme-1,X7
Br6222_fllaaeoo-1,X14
Br6222_fllabnnc-1,X3
Br6222_fllgikfd-1,X10
Br6222_fllpddma-1,X3
Br6222_flmafejl-1,X3
Br6222_flmgcllk-1,X7
Br6222_flmnllih-1,X7
Br6222_flmpilgn-1,DISCARD
Br6222_flnbbnla-1,X10
Br6222_flngkmfg-1,DISCARD
Br6222_flobfahl-1,X2
Br6222_flonpdgl-1,X7
Br6222_flpcfidd-1,X10
Br6222_flpclnma-1,X10
Br6222_flpdffpo-1,X3
Br6222_flpeicdg-1,X7
Br6222_flpgdpgo-1,X10
Br6222_fmapdinn-1,X5
Br6222_fmbfkeim-1,X10
Br6222_fmbgcplh-1,DISCARD
Br6222_fmbhcbhj-1,X10
Br6222_fmbkfhak-1,X3
Br6222_fmbphblk-1,DISCARD
Br6222_fmccpkpl-1,X7
Br6222_fmcfjlkp-1,X3
Br6222_fmcnjpjg-1,X2
Br6222_fmcpldok-1,X2
Br6222_fmcppjjj-1,X10
Br6222_fmdfmpmf-1,X10
Br6222_fmdfnnkf-1,X7
Br6222_fmdfplil-1,X3
Br6222_fmdjhkoj-1,X4
Br6222_fmdpdced-1,X4
Br6222_fmecmgce-1,X3
Br6222_fmeddllm-1,DISCARD
Br6222_fmelepfc-1,X10
Br6222_fmencnjl-1,X3
Br6222_fmfafgjb-1,X5
Br6222_fmfccokp-1,X10
Br6222_fmfhopga-1,X10
Br6222_fmfkhdkh-1,X2
Br6222_fmfmjhlf-1,X7
Br6222_fmfoddnf-1,DISCARD
Br6222_fmfoogne-1,X1
Br6222_fmghhknn-1,X10
Br6222_fmghialo-1,X10
Br6222_fmgjbkgm-1,DISCARD
Br6222_fmgjnibd-1,X10
Br6222_fmgolpko-1,X14
Br6222_fmhgllbp-1,X7
Br6222_fmhpkild-1,X7
Br6222_fmiaomkk-1,X1
Br6222_fmigkdig-1,X7
Br6222_fmimloce-1,X7
Br6222_fmipijom-1,X3
Br6222_fmjfnccl-1,X1
Br6222_fmjnclfg-1,X2
Br6222_fmkdohbm-1,X3
Br6222_fmkgchcp-1,X2
Br6222_fmkkjnfl-1,X5
Br6222_fmklandh-1,X10
Br6222_fmlaalnd-1,X10
Br6222_fmlhanod-1,X1
Br6222_fmlileji-1,X10
Br6222_fmmdlmme-1,X10
Br6222_fmmkdijd-1,DISCARD
Br6222_fmmoplkn-1,X7
Br6222_fmnccfpa-1,X2
Br6222_fmngbcjc-1,X1
Br6222_fmniikic-1,DISCARD
Br6222_fmnknang-1,X3
Br6222_fmoahcgo-1,X7
Br6222_fmodhcnk-1,X7
Br6222_fmoehhac-1,X10
Br6222_fmomcink-1,DISCARD
Br6222_fmonabbk-1,X13
Br6222_fmopcjdl-1,X4
Br6222_fmopegle-1,X4
Br6222_fmpameck-1,X2
Br6222_fmphncgf-1,X3
Br6222_fmplbajm-1,X10
Br6222_fmpojcjc-1,X10
Br6222_fnabimfi-1,X10
Br6222_fnajjoeg-1,X4
Br6222_fnbgbckn-1,X7
Br6222_fnbgodfn-1,X3
Br6222_fnbhioki-1,X1
Br6222_fnbojjbm-1,X10
Br6222_fnchfdla-1,X2
Br6222_fncldgfd-1,X2
Br6222_fncniien-1,X2
Br6222_fndaghfi-1,X13
Br6222_fndgialn-1,DISCARD
Br6222_fndikbin-1,X10
Br6222_fnebgcgo-1,X3
Br6222_fneocfoa-1,X7
Br6222_fnfeljnf-1,X3
Br6222_fnflejda-1,X13
Br6222_fngajpdh-1,X13
Br6222_fngcbfmo-1,X10
Br6222_fngdacef-1,X3
Br6222_fngdobch-1,X10
Br6222_fngioeoc-1,X10
Br6222_fnigaoog-1,X2
Br6222_fnihaecl-1,X10
Br6222_fnijmhpl-1,X1
Br6222_fnikhkka-1,DISCARD
Br6222_fniofljm-1,X7
Br6222_fnipdmdd-1,X3
Br6222_fnipgcaj-1,X14
Br6222_fnjckkja-1,X2
Br6222_fnjdbidm-1,X3
Br6222_fnjhfcem-1,X3
Br6222_fnjjnjcd-1,DISCARD
Br6222_fnkdiloc-1,X3
Br6222_fnkgfgjn-1,DISCARD
Br6222_fnklbmgm-1,X7
Br6222_fnkohpgm-1,X7
Br6222_fnlbdnif-1,X7
Br6222_fnlbimbm-1,X7
Br6222_fnlgfpbb-1,X7
Br6222_fnlggbif-1,X2
Br6222_fnlmccpo-1,X3
Br6222_fnlndaph-1,X10
Br6222_fnlnpmng-1,X1
Br6222_fnlpccog-1,X7
Br6222_fnlpjhle-1,X10
Br6222_fnmchmil-1,DISCARD
Br6222_fnmcolok-1,X1
Br6222_fnmemlja-1,X7
Br6222_fnmfbgce-1,X7
Br6222_fnmieicg-1,X7
Br6222_fnmjaicg-1,X3
Br6222_fnnbpkbj-1,DISCARD
Br6222_fnngmfae-1,X1
Br6222_fnnllioi-1,X2
Br6222_fnobclca-1,X2
Br6222_fnobfnbk-1,X10
Br6222_fnocabld-1,X14
Br6222_fnoeaidg-1,X14
Br6222_fnoeobgh-1,X3
Br6222_fnokpjgm-1,X2
Br6222_fnooleao-1,X10
Br6222_fnpbkmaj-1,X10
Br6222_fnpdpeah-1,X2
Br6222_fnpeilhe-1,X10
Br6222_foabinfo-1,X3
Br6222_foablfpg-1,X3
Br6222_foabnbmb-1,X3
Br6222_foacdcbc-1,X10
Br6222_foafcjia-1,X1
Br6222_foafgogj-1,X5
Br6222_foaiddhd-1,DISCARD
Br6222_foanminb-1,DISCARD
Br6222_foaohlap-1,X1
Br6222_fobbfapd-1,DISCARD
Br6222_fobbghod-1,X10
Br6222_fobclgfe-1,X10
Br6222_fobfpbcp-1,X10
Br6222_fobgogdg-1,X3
Br6222_fobicjpi-1,X7
Br6222_fobijglb-1,X3
Br6222_fobkmbnn-1,X3
Br6222_foccpekf-1,X2
Br6222_focpepcc-1,X3
Br6222_fodbcjmb-1,X1
Br6222_fodceegk-1,X3
Br6222_fodfbiai-1,DISCARD
Br6222_fodkmico-1,X7
Br6222_foecbnoh-1,DISCARD
Br6222_foefagbh-1,X10
Br6222_foegjldb-1,X10
Br6222_foelkjoe-1,X10
Br6222_foenjdio-1,X7
Br6222_foenmdpg-1,X10
Br6222_fofcmome-1,X10
Br6222_fofkidhk-1,X7
Br6222_fofnmanp-1,X1
Br6222_fofpjpkb-1,X1
Br6222_fogchneo-1,X10
Br6222_fogddifh-1,X3
Br6222_foghohod-1,DISCARD
Br6222_foghpkmd-1,X1
Br6222_fogimemi-1,X10
Br6222_fogmahgc-1,X3
Br6222_fognfibb-1,X3
Br6222_fohdbnok-1,X3
Br6222_fohngegc-1,X3
Br6222_fohpjjpc-1,DISCARD
Br6222_foibdhnn-1,X10
Br6222_foicpmgi-1,X7
Br6222_foihmffh-1,X7
Br6222_foingnne-1,X3
Br6222_fojakopg-1,DISCARD
Br6222_fojfpgbm-1,X3
Br6222_fojhidep-1,X10
Br6222_fojnkipo-1,X7
Br6222_fojpkbgi-1,X10
Br6222_fokblibi-1,X2
Br6222_foklmccc-1,X1
Br6222_fokmlndl-1,X7
Br6222_foknnmgc-1,DISCARD
Br6222_fokpalll-1,X7
Br6222_folbnecm-1,DISCARD
Br6222_foleegcc-1,X10
Br6222_foljgfbl-1,X3
Br6222_folljjjd-1,X3
Br6222_folmdedd-1,X7
Br6222_folnphal-1,X7
Br6222_fomhngai-1,DISCARD
Br6222_fomjgamn-1,DISCARD
Br6222_fomjgbec-1,DISCARD
Br6222_fomlmbpn-1,X10
Br6222_fommncpj-1,X3
Br6222_fongojpe-1,X10
Br6222_fonhgakd-1,X7
Br6222_fonlmdih-1,X10
Br6222_foocmock-1,X3
Br6222_fooiiaid-1,X5
Br6222_foooamij-1,X7
Br6222_fopfedic-1,X7
Br6222_fophlkae-1,X5
Br6222_fopijnjb-1,X2
Br6222_fpadjhla-1,DISCARD
Br6222_fpaejejo-1,X7
Br6222_fpaloplg-1,X1
Br6222_fpankghp-1,X10
Br6222_fpapckfd-1,DISCARD
Br6222_fpbiogib-1,X5
Br6222_fpblkklo-1,X1
Br6222_fpbolklj-1,X1
Br6222_fpccjnac-1,DISCARD
Br6222_fpchbpjl-1,X10
Br6222_fpcjflel-1,X7
Br6222_fpclelgn-1,X5
Br6222_fpddaooj-1,X5
Br6222_fpdgdljf-1,X10
Br6222_fpdhclki-1,X4
Br6222_fpdjnohm-1,X1
Br6222_fpdococo-1,X1
Br6222_fpdpegkm-1,X17
Br6222_fpejmala-1,DISCARD
Br6222_fpenmddg-1,X3
Br6222_fpeoepcn-1,X5
Br6222_fpeoiocb-1,X10
Br6222_fpeokaol-1,X4
Br6222_fpepfica-1,X3
Br6222_fpfjpank-1,X7
Br6222_fpgcigib-1,X7
Br6222_fpgclaem-1,X14
Br6222_fpgfckcn-1,X2
Br6222_fpggpbje-1,X10
Br6222_fpgibfdi-1,X3
Br6222_fpgmagfh-1,X4
Br6222_fpgmhpgc-1,X7
Br6222_fpgoajdj-1,X1
Br6222_fpgpaipl-1,X7
Br6222_fphnkdac-1,X5
Br6222_fphppcle-1,X10
Br6222_fpiaekgc-1,X7
Br6222_fpigippg-1,X10
Br6222_fpihlnln-1,X7
Br6222_fpijinmb-1,X7
Br6222_fpijkffc-1,X1
Br6222_fpikieok-1,X3
Br6222_fpileckm-1,X3
Br6222_fpilgpkj-1,X2
Br6222_fpjecaph-1,X4
Br6222_fpjgciea-1,X7
Br6222_fpjlgnao-1,X7
Br6222_fpjlomkj-1,X1
Br6222_fpjnammf-1,X10
Br6222_fpkfdeha-1,X7
Br6222_fpkflegl-1,X2
Br6222_fpkfplmc-1,X10
Br6222_fplajpoi-1,X1
Br6222_fpldonhm-1,X7
Br6222_fplekdcd-1,X14
Br6222_fplinaho-1,X14
Br6222_fpmccgbn-1,X4
Br6222_fpmgfgpi-1,X7
Br6222_fpnandmn-1,X2
Br6222_fpnebcpl-1,X1
Br6222_fpnofjen-1,X1
Br6222_fpobniog-1,X5
Br6222_fpodjnbc-1,DISCARD
Br6222_fpohddhk-1,X7
Br6222_fpokdcdh-1,X3
Br6222_fpoomdae-1,X2
Br6222_fppdlfaa-1,X1
Br6222_fppgigdb-1,X7
Br6222_fppncchk-1,X2
Br6222_gaaanhen-1,X2
Br6222_gaamhgld-1,X1
Br6222_gabaiaka-1,X2
Br6222_gabgdgjd-1,X13
Br6222_gabgnadf-1,X4
Br6222_gabipcid-1,X7
Br6222_gabmogln-1,DISCARD
Br6222_gacedmom-1,X7
Br6222_gacjbkki-1,X7
Br6222_gacljbhf-1,X3
Br6222_gacmppkb-1,X7
Br6222_gacpfalh-1,X5
Br6222_gacpkopf-1,DISCARD
Br6222_gadbdlbg-1,DISCARD
Br6222_gadebgkk-1,X7
Br6222_gadgmdjg-1,X7
Br6222_gadpnbic-1,DISCARD
Br6222_gaebefpd-1,X3
Br6222_gaefbnnd-1,X5
Br6222_gaefdajh-1,X1
Br6222_gaeifadl-1,X7
Br6222_gaelndnj-1,X3
Br6222_gaenhggj-1,X1
Br6222_gaepbapb-1,X10
Br6222_gaepjega-1,X7
Br6222_gafdehpb-1,X10
Br6222_gaflofel-1,X10
Br6222_gafmegma-1,X10
Br6222_gafnenle-1,X5
Br6222_gafnjhcg-1,X7
Br6222_gafoefio-1,X7
Br6222_gafoifjn-1,X7
Br6222_gagcifbg-1,DISCARD
Br6222_gagfcdbh-1,DISCARD
Br6222_gagjhehf-1,X3
Br6222_gahagagl-1,X3
Br6222_gahgmajg-1,X7
Br6222_gahkiidm-1,X7
Br6222_gaianlgg-1,X10
Br6222_gaidhmkd-1,X3
Br6222_gaidojfc-1,X7
Br6222_gaigacfk-1,X10
Br6222_gaildogb-1,DISCARD
Br6222_gaiohdoj-1,X10
Br6222_gaipkjio-1,X14
Br6222_gajeejjc-1,X3
Br6222_gakdnpdl-1,DISCARD
Br6222_gakffadn-1,DISCARD
Br6222_gakggbeg-1,X2
Br6222_galbgmdk-1,X3
Br6222_galejjbn-1,X10
Br6222_galhhbpb-1,DISCARD
Br6222_galljocm-1,X7
Br6222_gamkmhle-1,DISCARD
Br6222_gammenjg-1,X3
Br6222_ganepcjk-1,X10
Br6222_ganhmlmd-1,X1
Br6222_ganknnla-1,X7
Br6222_ganpjdnd-1,X3
Br6222_gaoakned-1,DISCARD
Br6222_gaobhccd-1,X3
Br6222_gaodhjcn-1,X3
Br6222_gaogbadm-1,X7
Br6222_gaoihegi-1,X10
Br6222_gaoobcbj-1,X4
Br6222_gapbkigd-1,X1
Br6222_gapgebap-1,X3
Br6222_gaphabbc-1,X10
Br6222_gaplemil-1,X4
Br6222_gapnindd-1,X2
Br6222_gbabeijh-1,X10
Br6222_gbabhdai-1,X13
Br6222_gbacjnoi-1,X2
Br6222_gbademhn-1,X2
Br6222_gbaiaamk-1,X13
Br6222_gbajddic-1,X1
Br6222_gbanbjjd-1,X2
Br6222_gbbhjpnp-1,X13
Br6222_gbbjdahf-1,X10
Br6222_gbbkocbm-1,X3
Br6222_gbbobfgp-1,X7
Br6222_gbcdphad-1,X1
Br6222_gbcleico-1,X3
Br6222_gbcpiahb-1,X7
Br6222_gbdbmbmn-1,X1
Br6222_gbdehooh-1,DISCARD
Br6222_gbdfcoga-1,X7
Br6222_gbdgcfin-1,X14
Br6222_gbdhopph-1,X3
Br6222_gbdhpnmp-1,X3
Br6222_gbdjoeca-1,X1
Br6222_gbdkefol-1,X3
Br6222_gbdmbodm-1,X10
Br6222_gbdpgmde-1,X3
Br6222_gbechgap-1,X3
Br6222_gbeigifb-1,X4
Br6222_gbejgnek-1,X14
Br6222_gbejhdag-1,X2
Br6222_gbelnnph-1,X7
Br6222_gbeoaond-1,X10
Br6222_gbfbella-1,X5
Br6222_gbfhhdjg-1,X7
Br6222_gbgcemfd-1,X10
Br6222_gbgcgpjj-1,X10
Br6222_gbghggpo-1,X7
Br6222_gbgnicec-1,X7
Br6222_gbgphcme-1,X4
Br6222_gbhgjbmg-1,X10
Br6222_gbhjbbcn-1,X10
Br6222_gbiclikn-1,X10
Br6222_gbicmnji-1,X3
Br6222_gbigoecj-1,X1
Br6222_gbiieeni-1,X3
Br6222_gbiinchm-1,X10
Br6222_gbikfboc-1,X10
Br6222_gbilpblj-1,X10
Br6222_gbjhlgfc-1,X1
Br6222_gbkcicah-1,X14
Br6222_gbkkcjjm-1,X14
Br6222_gbkkeeef-1,X3
Br6222_gblegdni-1,X10
Br6222_gblfdgee-1,X1
Br6222_gbligpcp-1,DISCARD
Br6222_gbljnbnl-1,X4
Br6222_gblkmoib-1,X1
Br6222_gbloehih-1,X1
Br6222_gbmanbcc-1,DISCARD
Br6222_gbnfpbka-1,X10
Br6222_gbnikill-1,X4
Br6222_gbnjkhho-1,X14
Br6222_gbnmhhcd-1,DISCARD
Br6222_gbnmpkal-1,DISCARD
Br6222_gbodcehg-1,X3
Br6222_gboidgna-1,X7
Br6222_gbojajom-1,X2
Br6222_gbojgaep-1,X10
Br6222_gbojgmgb-1,X14
Br6222_gbonhemn-1,X14
Br6222_gbopdloe-1,X1
