LCDomainDef	brnum	anno	N	LCdomainCellNum	prop_of_LCdomain_cells
srt_domain12199	Br5426	Oligodendrocytes	218	2139	0.101916783543712
srt_domain12199	Br5426	Microglia	111	2139	0.0518934081346424
srt_domain12199	Br5426	Blood	54	2139	0.0252454417952314
srt_domain12199	Br5426	Endothelium	191	2139	0.0892940626460963
srt_domain12199	Br5426	Vasc. SMC	58	2139	0.0271154745208041
srt_domain12199	Br5426	OPC	144	2139	0.0673211781206171
srt_domain12199	Br5426	Astro_FGFR3	252	2139	0.11781206171108
srt_domain12199	Br5426	NK_and_T_cells	23	2139	0.010752688172043
srt_domain12199	Br5426	Inhib_5HTR2A	2	2139	0.000935016362786349
srt_domain12199	Br5426	Serotonergic	1	2139	0.000467508181393174
srt_domain12199	Br5460	Astro_FGFR3	277	1971	0.140537798072045
srt_domain12199	Br5460	LCNE	684	1971	0.34703196347032
srt_domain12199	Br5460	Astro_RYR3	124	1971	0.0629122272957889
srt_domain12199	Br5460	Microglia	138	1971	0.0700152207001522
srt_domain12199	Br5460	Endothelium	156	1971	0.0791476407914764
srt_domain12199	Br5460	Vasc. SMC	66	1971	0.0334855403348554
srt_domain12199	Br5460	Mixed Neuropept.	99	1971	0.0502283105022831
srt_domain12199	Br5460	Oligodendrocytes	155	1971	0.0786402841197362
srt_domain12199	Br5460	OPC	95	1971	0.0481988838153222
srt_domain12199	Br5460	Blood	79	1971	0.0400811770674784
srt_domain12199	Br5460	NK_and_T_cells	36	1971	0.0182648401826484
srt_domain12199	Br5460	DISCARD	49	1971	0.0248604769152714
srt_domain12199	Br5460	Inhib_5HTR2A	6	1971	0.0030441400304414
srt_domain12199	Br5460	Serotonergic	2	1971	0.00101471334348047
srt_domain12199	Br5460	Ependyma	3	1971	0.0015220700152207
srt_domain12199	Br5460	Astro_SERPINA3	2	1971	0.00101471334348047
srt_domain12199	Br5529	LCNE	678	1866	0.363344051446945
srt_domain12199	Br5529	OPC	84	1866	0.045016077170418
srt_domain12199	Br5529	Microglia	39	1866	0.0209003215434084
srt_domain12199	Br5529	Astro_SERPINA3	1	1866	0.000535905680600214
srt_domain12199	Br5529	Oligodendrocytes	338	1866	0.181136120042872
srt_domain12199	Br5529	Astro_RYR3	94	1866	0.0503751339764202
srt_domain12199	Br5529	Astro_FGFR3	231	1866	0.12379421221865
srt_domain12199	Br5529	Endothelium	181	1866	0.0969989281886388
srt_domain12199	Br5529	DISCARD	35	1866	0.0187566988210075
srt_domain12199	Br5529	Mixed Neuropept.	56	1866	0.030010718113612
srt_domain12199	Br5529	Vasc. SMC	50	1866	0.0267952840300107
srt_domain12199	Br5529	Serotonergic	4	1866	0.00214362272240086
srt_domain12199	Br5529	NK_and_T_cells	8	1866	0.00428724544480172
srt_domain12199	Br5529	Blood	66	1866	0.0353697749196142
srt_domain12199	Br5529	Inhib_5HTR2A	1	1866	0.000535905680600214
srt_domain12199	Br5634	Oligodendrocytes	186	1431	0.129979035639413
srt_domain12199	Br5634	Inhib_5HTR2A	22	1431	0.0153738644304682
srt_domain12199	Br5634	Astro_RYR3	119	1431	0.0831586303284417
srt_domain12199	Br5634	LCNE	354	1431	0.247379454926625
srt_domain12199	Br5634	Blood	29	1431	0.0202655485674354
srt_domain12199	Br5634	Microglia	151	1431	0.105520614954577
srt_domain12199	Br5634	Mixed Neuropept.	94	1431	0.0656883298392732
srt_domain12199	Br5634	Endothelium	113	1431	0.0789657582110412
srt_domain12199	Br5634	DISCARD	80	1431	0.0559049615653389
srt_domain12199	Br5634	OPC	70	1431	0.0489168413696716
srt_domain12199	Br5634	NK_and_T_cells	8	1431	0.00559049615653389
srt_domain12199	Br5634	Vasc. SMC	44	1431	0.0307477288609364
srt_domain12199	Br5634	Astro_FGFR3	140	1431	0.0978336827393431
srt_domain12199	Br5634	Serotonergic	9	1431	0.00628930817610063
srt_domain12199	Br5634	Ependyma	5	1431	0.00349406009783368
srt_domain12199	Br5634	Astro_SERPINA3	7	1431	0.00489168413696716
srt_domain12199	Br5854	Inhib_5HTR2A	5	453	0.011037527593819
srt_domain12199	Br5854	DISCARD	18	453	0.0397350993377483
srt_domain12199	Br5854	Oligodendrocytes	57	453	0.125827814569536
srt_domain12199	Br5854	Astro_RYR3	22	453	0.0485651214128035
srt_domain12199	Br5854	Blood	13	453	0.0286975717439294
srt_domain12199	Br5854	Microglia	27	453	0.0596026490066225
srt_domain12199	Br5854	OPC	9	453	0.0198675496688742
srt_domain12199	Br5854	Endothelium	17	453	0.0375275938189845
srt_domain12199	Br5854	Mixed Neuropept.	28	453	0.0618101545253863
srt_domain12199	Br5854	Serotonergic	165	453	0.364238410596026
srt_domain12199	Br5854	LCNE	47	453	0.103752759381898
srt_domain12199	Br5854	Astro_FGFR3	34	453	0.0750551876379691
srt_domain12199	Br5854	Vasc. SMC	11	453	0.0242825607064018
srt_domain12199	Br5854L	Oligodendrocytes	136	1452	0.09366391184573
srt_domain12199	Br5854L	Microglia	164	1452	0.112947658402204
srt_domain12199	Br5854L	OPC	64	1452	0.0440771349862259
srt_domain12199	Br5854L	Astro_FGFR3	166	1452	0.114325068870523
srt_domain12199	Br5854L	Astro_RYR3	108	1452	0.0743801652892562
srt_domain12199	Br5854L	Astro_SERPINA3	3	1452	0.00206611570247934
srt_domain12199	Br5854L	Endothelium	73	1452	0.0502754820936639
srt_domain12199	Br5854L	Mixed Neuropept.	93	1452	0.0640495867768595
srt_domain12199	Br5854L	LCNE	322	1452	0.221763085399449
srt_domain12199	Br5854L	Blood	32	1452	0.0220385674931129
srt_domain12199	Br5854L	Vasc. SMC	42	1452	0.0289256198347107
srt_domain12199	Br5854L	DISCARD	223	1452	0.153581267217631
srt_domain12199	Br5854L	Serotonergic	11	1452	0.00757575757575758
srt_domain12199	Br5854L	NK_and_T_cells	5	1452	0.0034435261707989
srt_domain12199	Br5854L	Inhib_5HTR2A	8	1452	0.00550964187327824
srt_domain12199	Br5854L	Ependyma	2	1452	0.00137741046831956
srt_domain12199	Br5941	Astro_FGFR3	196	1263	0.155186064924782
srt_domain12199	Br5941	Microglia	119	1263	0.0942201108471892
srt_domain12199	Br5941	Blood	40	1263	0.0316706254948535
srt_domain12199	Br5941	LCNE	482	1263	0.381631037212985
srt_domain12199	Br5941	OPC	71	1263	0.056215360253365
srt_domain12199	Br5941	Astro_RYR3	58	1263	0.0459224069675376
srt_domain12199	Br5941	Endothelium	98	1263	0.0775930324623911
srt_domain12199	Br5941	Mixed Neuropept.	53	1263	0.0419635787806809
srt_domain12199	Br5941	Oligodendrocytes	81	1263	0.0641330166270784
srt_domain12199	Br5941	Vasc. SMC	37	1263	0.0292953285827395
srt_domain12199	Br5941	Inhib_5HTR2A	4	1263	0.00316706254948535
srt_domain12199	Br5941	DISCARD	16	1263	0.0126682501979414
srt_domain12199	Br5941	Astro_SERPINA3	3	1263	0.00237529691211401
srt_domain12199	Br5941	NK_and_T_cells	5	1263	0.00395882818685669
srt_domain12199	Br6085	Astro_FGFR3	51	397	0.128463476070529
srt_domain12199	Br6085	Oligodendrocytes	45	397	0.113350125944584
srt_domain12199	Br6085	LCNE	113	397	0.28463476070529
srt_domain12199	Br6085	NK_and_T_cells	11	397	0.0277078085642317
srt_domain12199	Br6085	Mixed Neuropept.	30	397	0.0755667506297229
srt_domain12199	Br6085	Endothelium	40	397	0.100755667506297
srt_domain12199	Br6085	OPC	17	397	0.0428211586901763
srt_domain12199	Br6085	Vasc. SMC	17	397	0.0428211586901763
srt_domain12199	Br6085	Blood	5	397	0.0125944584382872
srt_domain12199	Br6085	Inhib_5HTR2A	7	397	0.017632241813602
srt_domain12199	Br6085	Astro_RYR3	21	397	0.052896725440806
srt_domain12199	Br6085	Microglia	28	397	0.0705289672544081
srt_domain12199	Br6085	DISCARD	11	397	0.0277078085642317
srt_domain12199	Br6085	Serotonergic	1	397	0.00251889168765743
srt_domain12199	Br6098	LCNE	284	1169	0.242942686056459
srt_domain12199	Br6098	Vasc. SMC	43	1169	0.0367835757057314
srt_domain12199	Br6098	Blood	35	1169	0.029940119760479
srt_domain12199	Br6098	NK_and_T_cells	15	1169	0.0128314798973482
srt_domain12199	Br6098	Inhib_5HTR2A	18	1169	0.0153977758768178
srt_domain12199	Br6098	Endothelium	92	1169	0.0786997433704021
srt_domain12199	Br6098	DISCARD	51	1169	0.0436270316509837
srt_domain12199	Br6098	Mixed Neuropept.	97	1169	0.0829769033361848
srt_domain12199	Br6098	Astro_RYR3	95	1169	0.0812660393498717
srt_domain12199	Br6098	Astro_FGFR3	112	1169	0.0958083832335329
srt_domain12199	Br6098	OPC	70	1169	0.0598802395209581
srt_domain12199	Br6098	Oligodendrocytes	212	1169	0.181351582549187
srt_domain12199	Br6098	Microglia	42	1169	0.0359281437125749
srt_domain12199	Br6098	Serotonergic	3	1169	0.00256629597946963
srt_domain12199	Br6119	DISCARD	40	534	0.0749063670411985
srt_domain12199	Br6119	Astro_RYR3	25	534	0.0468164794007491
srt_domain12199	Br6119	Microglia	41	534	0.0767790262172285
srt_domain12199	Br6119	Vasc. SMC	16	534	0.0299625468164794
srt_domain12199	Br6119	Endothelium	25	534	0.0468164794007491
srt_domain12199	Br6119	LCNE	208	534	0.389513108614232
srt_domain12199	Br6119	OPC	20	534	0.0374531835205993
srt_domain12199	Br6119	Blood	9	534	0.0168539325842697
srt_domain12199	Br6119	Oligodendrocytes	65	534	0.121722846441948
srt_domain12199	Br6119	Mixed Neuropept.	29	534	0.0543071161048689
srt_domain12199	Br6119	Astro_FGFR3	42	534	0.0786516853932584
srt_domain12199	Br6119	Inhib_5HTR2A	3	534	0.00561797752808989
srt_domain12199	Br6119	Serotonergic	3	534	0.00561797752808989
srt_domain12199	Br6119	NK_and_T_cells	8	534	0.0149812734082397
srt_domain12199	Br6222	LCNE	385	1428	0.269607843137255
srt_domain12199	Br6222	DISCARD	98	1428	0.0686274509803922
srt_domain12199	Br6222	Astro_FGFR3	167	1428	0.116946778711485
srt_domain12199	Br6222	Microglia	104	1428	0.0728291316526611
srt_domain12199	Br6222	Endothelium	104	1428	0.0728291316526611
srt_domain12199	Br6222	Astro_RYR3	94	1428	0.0658263305322129
srt_domain12199	Br6222	Inhib_5HTR2A	17	1428	0.0119047619047619
srt_domain12199	Br6222	Oligodendrocytes	165	1428	0.115546218487395
srt_domain12199	Br6222	OPC	71	1428	0.0497198879551821
srt_domain12199	Br6222	Mixed Neuropept.	117	1428	0.0819327731092437
srt_domain12199	Br6222	Vasc. SMC	49	1428	0.0343137254901961
srt_domain12199	Br6222	Blood	26	1428	0.0182072829131653
srt_domain12199	Br6222	NK_and_T_cells	13	1428	0.00910364145658263
srt_domain12199	Br6222	Serotonergic	14	1428	0.00980392156862745
srt_domain12199	Br6222	Astro_SERPINA3	1	1428	0.000700280112044818
srt_domain12199	Br6222	Ependyma	3	1428	0.00210084033613445
srt_domain12199	Br6263	Oligodendrocytes	341	2541	0.134199134199134
srt_domain12199	Br6263	Astro_RYR3	131	2541	0.0515545060999606
srt_domain12199	Br6263	Microglia	147	2541	0.0578512396694215
srt_domain12199	Br6263	Mixed Neuropept.	136	2541	0.0535222353404172
srt_domain12199	Br6263	OPC	148	2541	0.0582447855175128
srt_domain12199	Br6263	Endothelium	202	2541	0.0794962613144431
srt_domain12199	Br6263	Vasc. SMC	85	2541	0.0334513970877607
srt_domain12199	Br6263	LCNE	914	2541	0.359700905155451
srt_domain12199	Br6263	Blood	87	2541	0.0342384887839433
srt_domain12199	Br6263	Ependyma	4	2541	0.00157418339236521
srt_domain12199	Br6263	Astro_FGFR3	253	2541	0.0995670995670996
srt_domain12199	Br6263	Inhib_5HTR2A	8	2541	0.00314836678473042
srt_domain12199	Br6263	NK_and_T_cells	21	2541	0.00826446280991736
srt_domain12199	Br6263	DISCARD	55	2541	0.0216450216450216
srt_domain12199	Br6263	Serotonergic	9	2541	0.00354191263282172
srt_domain12199	Br6297	Microglia	56	1890	0.0296296296296296
srt_domain12199	Br6297	Oligodendrocytes	342	1890	0.180952380952381
srt_domain12199	Br6297	Astro_RYR3	142	1890	0.0751322751322751
srt_domain12199	Br6297	Endothelium	197	1890	0.104232804232804
srt_domain12199	Br6297	Mixed Neuropept.	79	1890	0.0417989417989418
srt_domain12199	Br6297	LCNE	517	1890	0.273544973544974
srt_domain12199	Br6297	Astro_FGFR3	263	1890	0.139153439153439
srt_domain12199	Br6297	Vasc. SMC	73	1890	0.0386243386243386
srt_domain12199	Br6297	NK_and_T_cells	9	1890	0.00476190476190476
srt_domain12199	Br6297	Blood	29	1890	0.0153439153439153
srt_domain12199	Br6297	OPC	103	1890	0.0544973544973545
srt_domain12199	Br6297	DISCARD	64	1890	0.0338624338624339
srt_domain12199	Br6297	Inhib_5HTR2A	7	1890	0.0037037037037037
srt_domain12199	Br6297	Serotonergic	9	1890	0.00476190476190476
srt_domain12199	Br6423	Mixed Neuropept.	88	1262	0.0697305863708399
srt_domain12199	Br6423	LCNE	461	1262	0.365293185419968
srt_domain12199	Br6423	OPC	67	1262	0.0530903328050713
srt_domain12199	Br6423	Endothelium	101	1262	0.0800316957210777
srt_domain12199	Br6423	Astro_FGFR3	182	1262	0.144215530903328
srt_domain12199	Br6423	Blood	18	1262	0.0142630744849445
srt_domain12199	Br6423	NK_and_T_cells	16	1262	0.0126782884310618
srt_domain12199	Br6423	Vasc. SMC	44	1262	0.03486529318542
srt_domain12199	Br6423	Microglia	88	1262	0.0697305863708399
srt_domain12199	Br6423	DISCARD	40	1262	0.0316957210776545
srt_domain12199	Br6423	Astro_RYR3	53	1262	0.0419968304278922
srt_domain12199	Br6423	Oligodendrocytes	90	1262	0.0713153724247227
srt_domain12199	Br6423	Inhib_5HTR2A	4	1262	0.00316957210776545
srt_domain12199	Br6423	Serotonergic	10	1262	0.00792393026941363
srt_domain12199	Br6476	Astro_RYR3	131	1977	0.0662620131512393
srt_domain12199	Br6476	Microglia	187	1977	0.0945877592311583
srt_domain12199	Br6476	Oligodendrocytes	237	1977	0.119878603945372
srt_domain12199	Br6476	Mixed Neuropept.	122	1977	0.0617096611026808
srt_domain12199	Br6476	Endothelium	167	1977	0.0844714213454729
srt_domain12199	Br6476	Astro_FGFR3	223	1977	0.112797167425392
srt_domain12199	Br6476	DISCARD	55	1977	0.0278199291856348
srt_domain12199	Br6476	Vasc. SMC	80	1977	0.0404653515427415
srt_domain12199	Br6476	LCNE	618	1977	0.312594840667678
srt_domain12199	Br6476	OPC	109	1977	0.0551340414769853
srt_domain12199	Br6476	NK_and_T_cells	9	1977	0.00455235204855842
srt_domain12199	Br6476	Blood	24	1977	0.0121396054628225
srt_domain12199	Br6476	Inhib_5HTR2A	9	1977	0.00455235204855842
srt_domain12199	Br6476	Astro_SERPINA3	4	1977	0.00202326757713708
srt_domain12199	Br6476	Serotonergic	2	1977	0.00101163378856854
srt_domain12199	Br6538	Astro_FGFR3	254	1590	0.159748427672956
srt_domain12199	Br6538	OPC	74	1590	0.0465408805031447
srt_domain12199	Br6538	Astro_RYR3	55	1590	0.0345911949685535
srt_domain12199	Br6538	LCNE	621	1590	0.390566037735849
srt_domain12199	Br6538	Mixed Neuropept.	68	1590	0.0427672955974843
srt_domain12199	Br6538	Endothelium	103	1590	0.0647798742138365
srt_domain12199	Br6538	Oligodendrocytes	107	1590	0.0672955974842767
srt_domain12199	Br6538	Vasc. SMC	66	1590	0.0415094339622642
srt_domain12199	Br6538	NK_and_T_cells	12	1590	0.00754716981132076
srt_domain12199	Br6538	Microglia	101	1590	0.0635220125786164
srt_domain12199	Br6538	DISCARD	39	1590	0.0245283018867925
srt_domain12199	Br6538	Blood	79	1590	0.049685534591195
srt_domain12199	Br6538	Serotonergic	2	1590	0.00125786163522013
srt_domain12199	Br6538	Inhib_5HTR2A	5	1590	0.00314465408805031
srt_domain12199	Br6538	Astro_SERPINA3	4	1590	0.00251572327044025
srt_domain16119	Br0942	Astro_FGFR3	310	2190	0.141552511415525
srt_domain16119	Br0942	Microglia	173	2190	0.0789954337899544
srt_domain16119	Br0942	Oligodendrocytes	196	2190	0.0894977168949772
srt_domain16119	Br0942	OPC	81	2190	0.036986301369863
srt_domain16119	Br0942	Mixed Neuropept.	114	2190	0.052054794520548
srt_domain16119	Br0942	Astro_RYR3	111	2190	0.0506849315068493
srt_domain16119	Br0942	NK_and_T_cells	12	2190	0.00547945205479452
srt_domain16119	Br0942	LCNE	772	2190	0.352511415525114
srt_domain16119	Br0942	Vasc. SMC	89	2190	0.0406392694063927
srt_domain16119	Br0942	DISCARD	33	2190	0.0150684931506849
srt_domain16119	Br0942	Endothelium	204	2190	0.0931506849315068
srt_domain16119	Br0942	Blood	89	2190	0.0406392694063927
srt_domain16119	Br0942	Astro_SERPINA3	1	2190	0.00045662100456621
srt_domain16119	Br0942	Inhib_5HTR2A	5	2190	0.00228310502283105
srt_domain16119	Br0946	Microglia	125	1680	0.0744047619047619
srt_domain16119	Br0946	DISCARD	30	1680	0.0178571428571429
srt_domain16119	Br0946	LCNE	641	1680	0.381547619047619
srt_domain16119	Br0946	OPC	79	1680	0.0470238095238095
srt_domain16119	Br0946	Blood	37	1680	0.0220238095238095
srt_domain16119	Br0946	Mixed Neuropept.	90	1680	0.0535714285714286
srt_domain16119	Br0946	Astro_RYR3	67	1680	0.0398809523809524
srt_domain16119	Br0946	Endothelium	146	1680	0.0869047619047619
srt_domain16119	Br0946	Astro_FGFR3	201	1680	0.119642857142857
srt_domain16119	Br0946	Oligodendrocytes	190	1680	0.113095238095238
srt_domain16119	Br0946	NK_and_T_cells	8	1680	0.00476190476190476
srt_domain16119	Br0946	Vasc. SMC	53	1680	0.031547619047619
srt_domain16119	Br0946	Ependyma	10	1680	0.00595238095238095
srt_domain16119	Br0946	Astro_SERPINA3	1	1680	0.000595238095238095
srt_domain16119	Br0946	Inhib_5HTR2A	2	1680	0.00119047619047619
srt_domain16119	Br1039	Oligodendrocytes	170	1073	0.158434296365331
srt_domain16119	Br1039	Astro_RYR3	62	1073	0.0577819198508854
srt_domain16119	Br1039	Endothelium	128	1073	0.119291705498602
srt_domain16119	Br1039	LCNE	329	1073	0.306616961789376
srt_domain16119	Br1039	OPC	39	1073	0.0363466915191053
srt_domain16119	Br1039	Blood	35	1073	0.032618825722274
srt_domain16119	Br1039	Vasc. SMC	17	1073	0.0158434296365331
srt_domain16119	Br1039	Astro_FGFR3	187	1073	0.174277726001864
srt_domain16119	Br1039	Microglia	30	1073	0.0279589934762349
srt_domain16119	Br1039	Mixed Neuropept.	42	1073	0.0391425908667288
srt_domain16119	Br1039	NK_and_T_cells	10	1073	0.00931966449207829
srt_domain16119	Br1039	DISCARD	16	1073	0.0149114631873253
srt_domain16119	Br1039	Serotonergic	8	1073	0.00745573159366263
srt_domain16119	Br1039L	Oligodendrocytes	270	2093	0.129001433349259
srt_domain16119	Br1039L	Astro_RYR3	146	2093	0.0697563306258958
srt_domain16119	Br1039L	OPC	93	2093	0.0444338270425227
srt_domain16119	Br1039L	Endothelium	181	2093	0.0864787386526517
srt_domain16119	Br1039L	Mixed Neuropept.	86	2093	0.0410893454371715
srt_domain16119	Br1039L	DISCARD	43	2093	0.0205446727185858
srt_domain16119	Br1039L	LCNE	767	2093	0.366459627329193
srt_domain16119	Br1039L	Astro_FGFR3	252	2093	0.120401337792642
srt_domain16119	Br1039L	Microglia	99	2093	0.0473005255613951
srt_domain16119	Br1039L	Vasc. SMC	50	2093	0.0238891543239369
srt_domain16119	Br1039L	Serotonergic	6	2093	0.00286669851887243
srt_domain16119	Br1039L	Blood	68	2093	0.0324892498805542
srt_domain16119	Br1039L	NK_and_T_cells	27	2093	0.0129001433349259
srt_domain16119	Br1039L	Inhib_5HTR2A	2	2093	0.000955566172957477
srt_domain16119	Br1039L	Astro_SERPINA3	2	2093	0.000955566172957477
srt_domain16119	Br1039L	Ependyma	1	2093	0.000477783086478739
srt_domain16119	Br1105	Vasc. SMC	49	1337	0.0366492146596859
srt_domain16119	Br1105	LCNE	621	1337	0.464472700074794
srt_domain16119	Br1105	Astro_FGFR3	204	1337	0.152580403889304
srt_domain16119	Br1105	NK_and_T_cells	14	1337	0.0104712041884817
srt_domain16119	Br1105	Astro_RYR3	39	1337	0.0291697830964847
srt_domain16119	Br1105	OPC	51	1337	0.0381451009723261
srt_domain16119	Br1105	Endothelium	113	1337	0.0845175766641735
srt_domain16119	Br1105	Blood	23	1337	0.0172026925953628
srt_domain16119	Br1105	Oligodendrocytes	103	1337	0.0770381451009723
srt_domain16119	Br1105	DISCARD	9	1337	0.00673148840688108
srt_domain16119	Br1105	Microglia	47	1337	0.0351533283470456
srt_domain16119	Br1105	Mixed Neuropept.	59	1337	0.0441286462228871
srt_domain16119	Br1105	Ependyma	1	1337	0.00074794315632012
srt_domain16119	Br1105	Inhib_5HTR2A	2	1337	0.00149588631264024
srt_domain16119	Br1105	Astro_SERPINA3	1	1337	0.00074794315632012
srt_domain16119	Br1105	Serotonergic	1	1337	0.00074794315632012
srt_domain16119	Br1285	Oligodendrocytes	53	993	0.0533736153071501
srt_domain16119	Br1285	OPC	62	993	0.0624370594159114
srt_domain16119	Br1285	LCNE	375	993	0.377643504531722
srt_domain16119	Br1285	Astro_RYR3	43	993	0.0433031218529708
srt_domain16119	Br1285	Mixed Neuropept.	49	993	0.0493454179254784
srt_domain16119	Br1285	Vasc. SMC	24	993	0.0241691842900302
srt_domain16119	Br1285	Inhib_5HTR2A	6	993	0.00604229607250755
srt_domain16119	Br1285	Microglia	105	993	0.105740181268882
srt_domain16119	Br1285	Astro_FGFR3	147	993	0.148036253776435
srt_domain16119	Br1285	DISCARD	14	993	0.014098690835851
srt_domain16119	Br1285	Endothelium	96	993	0.0966767371601208
srt_domain16119	Br1285	Serotonergic	3	993	0.00302114803625378
srt_domain16119	Br1285	NK_and_T_cells	5	993	0.00503524672708963
srt_domain16119	Br1285	Blood	11	993	0.0110775427995972
srt_domain16119	Br1556	Microglia	16	148	0.108108108108108
srt_domain16119	Br1556	DISCARD	7	148	0.0472972972972973
srt_domain16119	Br1556	Vasc. SMC	10	148	0.0675675675675676
srt_domain16119	Br1556	LCNE	31	148	0.209459459459459
srt_domain16119	Br1556	Mixed Neuropept.	11	148	0.0743243243243243
srt_domain16119	Br1556	Astro_FGFR3	20	148	0.135135135135135
srt_domain16119	Br1556	Astro_RYR3	14	148	0.0945945945945946
srt_domain16119	Br1556	Endothelium	15	148	0.101351351351351
srt_domain16119	Br1556	OPC	5	148	0.0337837837837838
srt_domain16119	Br1556	Blood	3	148	0.0202702702702703
srt_domain16119	Br1556	Oligodendrocytes	14	148	0.0945945945945946
srt_domain16119	Br1556	Inhib_5HTR2A	2	148	0.0135135135135135
srt_domain16119	Br1691L	Endothelium	45	458	0.0982532751091703
srt_domain16119	Br1691L	Mixed Neuropept.	39	458	0.0851528384279476
srt_domain16119	Br1691L	Oligodendrocytes	48	458	0.104803493449782
srt_domain16119	Br1691L	Astro_FGFR3	46	458	0.100436681222707
srt_domain16119	Br1691L	LCNE	159	458	0.347161572052402
srt_domain16119	Br1691L	Astro_RYR3	24	458	0.0524017467248908
srt_domain16119	Br1691L	Microglia	6	458	0.0131004366812227
srt_domain16119	Br1691L	DISCARD	25	458	0.054585152838428
srt_domain16119	Br1691L	Vasc. SMC	17	458	0.037117903930131
srt_domain16119	Br1691L	NK_and_T_cells	1	458	0.00218340611353712
srt_domain16119	Br1691L	OPC	29	458	0.0633187772925764
srt_domain16119	Br1691L	Blood	11	458	0.0240174672489083
srt_domain16119	Br1691L	Inhib_5HTR2A	5	458	0.0109170305676856
srt_domain16119	Br1691L	Serotonergic	3	458	0.00655021834061135
srt_domain16119	Br1706	LCNE	527	1187	0.443976411120472
srt_domain16119	Br1706	Microglia	109	1187	0.0918281381634372
srt_domain16119	Br1706	Astro_RYR3	23	1187	0.0193765796124684
srt_domain16119	Br1706	Oligodendrocytes	44	1187	0.0370682392586352
srt_domain16119	Br1706	Astro_FGFR3	167	1187	0.140690817186184
srt_domain16119	Br1706	Endothelium	87	1187	0.0732940185341196
srt_domain16119	Br1706	OPC	52	1187	0.0438079191238416
srt_domain16119	Br1706	DISCARD	18	1187	0.0151642796967144
srt_domain16119	Br1706	Vasc. SMC	38	1187	0.0320134793597304
srt_domain16119	Br1706	Blood	69	1187	0.0581297388374052
srt_domain16119	Br1706	Mixed Neuropept.	31	1187	0.0261162594776748
srt_domain16119	Br1706	NK_and_T_cells	14	1187	0.0117944397641112
srt_domain16119	Br1706	Inhib_5HTR2A	3	1187	0.0025273799494524
srt_domain16119	Br1706	Astro_SERPINA3	2	1187	0.0016849199663016
srt_domain16119	Br1706	Serotonergic	3	1187	0.0025273799494524
srt_domain16119	Br1884	OPC	88	1393	0.063173007896626
srt_domain16119	Br1884	LCNE	581	1393	0.417085427135678
srt_domain16119	Br1884	Vasc. SMC	41	1393	0.0294328786791098
srt_domain16119	Br1884	Mixed Neuropept.	70	1393	0.050251256281407
srt_domain16119	Br1884	DISCARD	56	1393	0.0402010050251256
srt_domain16119	Br1884	Oligodendrocytes	77	1393	0.0552763819095477
srt_domain16119	Br1884	Astro_RYR3	47	1393	0.0337401292175162
srt_domain16119	Br1884	Endothelium	149	1393	0.106963388370424
srt_domain16119	Br1884	Astro_FGFR3	151	1393	0.108399138549892
srt_domain16119	Br1884	Microglia	76	1393	0.0545585068198134
srt_domain16119	Br1884	Blood	42	1393	0.0301507537688442
srt_domain16119	Br1884	Serotonergic	7	1393	0.0050251256281407
srt_domain16119	Br1884	NK_and_T_cells	6	1393	0.00430725053840632
srt_domain16119	Br1884	Ependyma	1	1393	0.000717875089734386
srt_domain16119	Br1884	Inhib_5HTR2A	1	1393	0.000717875089734386
srt_domain16119	Br2305	Oligodendrocytes	26	102	0.254901960784314
srt_domain16119	Br2305	Vasc. SMC	4	102	0.0392156862745098
srt_domain16119	Br2305	NK_and_T_cells	1	102	0.00980392156862745
srt_domain16119	Br2305	OPC	5	102	0.0490196078431373
srt_domain16119	Br2305	LCNE	25	102	0.245098039215686
srt_domain16119	Br2305	Astro_RYR3	3	102	0.0294117647058824
srt_domain16119	Br2305	Microglia	5	102	0.0490196078431373
srt_domain16119	Br2305	DISCARD	6	102	0.0588235294117647
srt_domain16119	Br2305	Endothelium	8	102	0.0784313725490196
srt_domain16119	Br2305	Mixed Neuropept.	12	102	0.117647058823529
srt_domain16119	Br2305	Astro_FGFR3	7	102	0.0686274509803922
srt_domain16119	Br2305L	Oligodendrocytes	45	286	0.157342657342657
srt_domain16119	Br2305L	Blood	34	286	0.118881118881119
srt_domain16119	Br2305L	LCNE	85	286	0.297202797202797
srt_domain16119	Br2305L	Vasc. SMC	4	286	0.013986013986014
srt_domain16119	Br2305L	Endothelium	18	286	0.0629370629370629
srt_domain16119	Br2305L	Mixed Neuropept.	23	286	0.0804195804195804
srt_domain16119	Br2305L	DISCARD	11	286	0.0384615384615385
srt_domain16119	Br2305L	OPC	11	286	0.0384615384615385
srt_domain16119	Br2305L	Astro_RYR3	14	286	0.048951048951049
srt_domain16119	Br2305L	Astro_FGFR3	25	286	0.0874125874125874
srt_domain16119	Br2305L	Microglia	10	286	0.034965034965035
srt_domain16119	Br2305L	Inhib_5HTR2A	4	286	0.013986013986014
srt_domain16119	Br2305L	NK_and_T_cells	2	286	0.00699300699300699
srt_domain16119	Br2582	LCNE	312	783	0.398467432950192
srt_domain16119	Br2582	Astro_FGFR3	98	783	0.125159642401022
srt_domain16119	Br2582	Microglia	100	783	0.127713920817369
srt_domain16119	Br2582	Endothelium	62	783	0.0791826309067688
srt_domain16119	Br2582	Mixed Neuropept.	29	783	0.037037037037037
srt_domain16119	Br2582	Blood	22	783	0.0280970625798212
srt_domain16119	Br2582	DISCARD	22	783	0.0280970625798212
