LCDomainDef	brnum	anno	N	LCdomainCellNum	prop_of_LCdomain_cells
wd_domain12412	Br6297	NK_and_T_cells	7	1108	0.00631768953068592
wd_domain12412	Br6297	Blood	25	1108	0.0225631768953069
wd_domain12412	Br6297	OPC	53	1108	0.0478339350180505
wd_domain12412	Br6297	DISCARD	20	1108	0.0180505415162455
wd_domain12412	Br6297	Inhib_5HTR2A	4	1108	0.0036101083032491
wd_domain12412	Br6297	Serotonergic	2	1108	0.00180505415162455
wd_domain12412	Br6423	Mixed Neuropept.	77	1126	0.0683836589698046
wd_domain12412	Br6423	LCNE	440	1126	0.390763765541741
wd_domain12412	Br6423	OPC	60	1126	0.0532859680284192
wd_domain12412	Br6423	Endothelium	92	1126	0.0817051509769094
wd_domain12412	Br6423	Astro_FGFR3	169	1126	0.150088809946714
wd_domain12412	Br6423	Blood	21	1126	0.0186500888099467
wd_domain12412	Br6423	NK_and_T_cells	14	1126	0.0124333925399645
wd_domain12412	Br6423	Vasc. SMC	45	1126	0.0399644760213144
wd_domain12412	Br6423	Microglia	76	1126	0.0674955595026643
wd_domain12412	Br6423	DISCARD	29	1126	0.0257548845470693
wd_domain12412	Br6423	Astro_RYR3	29	1126	0.0257548845470693
wd_domain12412	Br6423	Oligodendrocytes	63	1126	0.0559502664298401
wd_domain12412	Br6423	Inhib_5HTR2A	3	1126	0.00266429840142096
wd_domain12412	Br6423	Serotonergic	8	1126	0.00710479573712256
wd_domain12412	Br6476	OPC	81	1484	0.0545822102425876
wd_domain12412	Br6476	Microglia	115	1484	0.0774932614555256
wd_domain12412	Br6476	Oligodendrocytes	118	1484	0.0795148247978437
wd_domain12412	Br6476	Mixed Neuropept.	71	1484	0.0478436657681941
wd_domain12412	Br6476	LCNE	571	1484	0.384770889487871
wd_domain12412	Br6476	Astro_RYR3	59	1484	0.0397574123989218
wd_domain12412	Br6476	Astro_FGFR3	217	1484	0.14622641509434
wd_domain12412	Br6476	Blood	21	1484	0.0141509433962264
wd_domain12412	Br6476	Endothelium	129	1484	0.0869272237196766
wd_domain12412	Br6476	DISCARD	26	1484	0.0175202156334232
wd_domain12412	Br6476	Vasc. SMC	62	1484	0.0417789757412399
wd_domain12412	Br6476	NK_and_T_cells	7	1484	0.00471698113207547
wd_domain12412	Br6476	Inhib_5HTR2A	5	1484	0.00336927223719677
wd_domain12412	Br6476	Serotonergic	2	1484	0.00134770889487871
wd_domain12412	Br6538	Astro_FGFR3	269	1571	0.171228516868237
wd_domain12412	Br6538	OPC	74	1571	0.0471037555697008
wd_domain12412	Br6538	Astro_RYR3	33	1571	0.0210057288351369
wd_domain12412	Br6538	LCNE	649	1571	0.413112667091025
wd_domain12412	Br6538	Mixed Neuropept.	62	1571	0.0394653087205602
wd_domain12412	Br6538	Endothelium	110	1571	0.0700190961171229
wd_domain12412	Br6538	Oligodendrocytes	84	1571	0.0534691279439847
wd_domain12412	Br6538	Vasc. SMC	64	1571	0.0407383831954169
wd_domain12412	Br6538	NK_and_T_cells	12	1571	0.00763844684914067
wd_domain12412	Br6538	Microglia	98	1571	0.0623806492679822
wd_domain12412	Br6538	DISCARD	30	1571	0.0190961171228517
wd_domain12412	Br6538	Blood	80	1571	0.0509229789942712
wd_domain12412	Br6538	Inhib_5HTR2A	5	1571	0.00318268618714195
wd_domain12412	Br6538	Serotonergic	1	1571	0.00063653723742839
wd_domain8492	Br0942	Microglia	154	1974	0.0780141843971631
wd_domain8492	Br0942	Oligodendrocytes	103	1974	0.052178318135765
wd_domain8492	Br0942	LCNE	776	1974	0.393110435663627
wd_domain8492	Br0942	OPC	81	1974	0.0410334346504559
wd_domain8492	Br0942	Astro_FGFR3	308	1974	0.156028368794326
wd_domain8492	Br0942	Mixed Neuropept.	107	1974	0.0542046605876393
wd_domain8492	Br0942	Astro_RYR3	66	1974	0.0334346504559271
wd_domain8492	Br0942	Vasc. SMC	77	1974	0.0390070921985816
wd_domain8492	Br0942	Endothelium	183	1974	0.0927051671732523
wd_domain8492	Br0942	DISCARD	20	1974	0.0101317122593718
wd_domain8492	Br0942	NK_and_T_cells	11	1974	0.00557244174265451
wd_domain8492	Br0942	Blood	83	1974	0.0420466058763931
wd_domain8492	Br0942	Inhib_5HTR2A	5	1974	0.00253292806484296
wd_domain8492	Br0946	DISCARD	39	1707	0.0228471001757469
wd_domain8492	Br0946	Mixed Neuropept.	92	1707	0.0538957234915056
wd_domain8492	Br0946	Vasc. SMC	57	1707	0.0333919156414763
wd_domain8492	Br0946	Microglia	123	1707	0.0720562390158172
wd_domain8492	Br0946	Endothelium	149	1707	0.0872876391329818
wd_domain8492	Br0946	LCNE	667	1707	0.390743995313415
wd_domain8492	Br0946	Inhib_5HTR2A	2	1707	0.00117164616285882
wd_domain8492	Br0946	Oligodendrocytes	161	1707	0.0943175161101347
wd_domain8492	Br0946	Astro_RYR3	72	1707	0.0421792618629174
wd_domain8492	Br0946	OPC	81	1707	0.0474516695957821
wd_domain8492	Br0946	Astro_FGFR3	207	1707	0.121265377855888
wd_domain8492	Br0946	Blood	37	1707	0.0216754540128881
wd_domain8492	Br0946	NK_and_T_cells	9	1707	0.00527240773286468
wd_domain8492	Br0946	Serotonergic	3	1707	0.00175746924428823
wd_domain8492	Br0946	Ependyma	8	1707	0.00468658465143527
wd_domain8492	Br1039	Oligodendrocytes	125	1012	0.123517786561265
wd_domain8492	Br1039	Mixed Neuropept.	39	1012	0.0385375494071146
wd_domain8492	Br1039	LCNE	357	1012	0.352766798418972
wd_domain8492	Br1039	Endothelium	119	1012	0.117588932806324
wd_domain8492	Br1039	Astro_RYR3	51	1012	0.0503952569169961
wd_domain8492	Br1039	Astro_FGFR3	190	1012	0.187747035573123
wd_domain8492	Br1039	OPC	38	1012	0.0375494071146245
wd_domain8492	Br1039	Inhib_5HTR2A	1	1012	0.000988142292490119
wd_domain8492	Br1039	DISCARD	11	1012	0.0108695652173913
wd_domain8492	Br1039	Vasc. SMC	16	1012	0.0158102766798419
wd_domain8492	Br1039	Blood	25	1012	0.024703557312253
wd_domain8492	Br1039	NK_and_T_cells	9	1012	0.00889328063241107
wd_domain8492	Br1039	Microglia	23	1012	0.0227272727272727
wd_domain8492	Br1039	Serotonergic	7	1012	0.00691699604743083
wd_domain8492	Br1039	Astro_SERPINA3	1	1012	0.000988142292490119
wd_domain8492	Br1039L	OPC	80	1860	0.0430107526881721
wd_domain8492	Br1039L	Astro_RYR3	98	1860	0.0526881720430108
wd_domain8492	Br1039L	Endothelium	161	1860	0.0865591397849462
wd_domain8492	Br1039L	DISCARD	41	1860	0.0220430107526882
wd_domain8492	Br1039L	LCNE	768	1860	0.412903225806452
wd_domain8492	Br1039L	Mixed Neuropept.	70	1860	0.0376344086021505
wd_domain8492	Br1039L	Astro_FGFR3	256	1860	0.137634408602151
wd_domain8492	Br1039L	Oligodendrocytes	193	1860	0.103763440860215
wd_domain8492	Br1039L	Microglia	81	1860	0.0435483870967742
wd_domain8492	Br1039L	Serotonergic	7	1860	0.00376344086021505
wd_domain8492	Br1039L	Blood	42	1860	0.0225806451612903
wd_domain8492	Br1039L	NK_and_T_cells	20	1860	0.010752688172043
wd_domain8492	Br1039L	Vasc. SMC	41	1860	0.0220430107526882
wd_domain8492	Br1039L	Inhib_5HTR2A	2	1860	0.0010752688172043
wd_domain8492	Br1105	Astro_FGFR3	243	1607	0.151213441194773
wd_domain8492	Br1105	Mixed Neuropept.	79	1607	0.0491599253266957
wd_domain8492	Br1105	Endothelium	143	1607	0.088985687616677
wd_domain8492	Br1105	LCNE	707	1607	0.439950217797137
wd_domain8492	Br1105	Vasc. SMC	63	1607	0.0392034847542004
wd_domain8492	Br1105	NK_and_T_cells	17	1607	0.0105787181082763
wd_domain8492	Br1105	Astro_RYR3	51	1607	0.0317361543248289
wd_domain8492	Br1105	OPC	58	1607	0.0360920970752956
wd_domain8492	Br1105	Blood	25	1607	0.015556938394524
wd_domain8492	Br1105	Oligodendrocytes	136	1607	0.0846297448662103
wd_domain8492	Br1105	DISCARD	25	1607	0.015556938394524
wd_domain8492	Br1105	Microglia	54	1607	0.0336029869321718
wd_domain8492	Br1105	Inhib_5HTR2A	4	1607	0.00248911014312383
wd_domain8492	Br1105	Serotonergic	2	1607	0.00124455507156192
wd_domain8492	Br1285	Oligodendrocytes	38	979	0.0388151174668029
wd_domain8492	Br1285	Microglia	105	979	0.107252298263534
wd_domain8492	Br1285	LCNE	391	979	0.399387129724208
wd_domain8492	Br1285	Astro_FGFR3	151	979	0.154239019407559
wd_domain8492	Br1285	Mixed Neuropept.	49	979	0.0500510725229826
wd_domain8492	Br1285	Astro_RYR3	21	979	0.0214504596527068
wd_domain8492	Br1285	Vasc. SMC	26	979	0.0265577119509704
wd_domain8492	Br1285	OPC	59	979	0.0602655771195097
wd_domain8492	Br1285	Inhib_5HTR2A	5	979	0.00510725229826353
wd_domain8492	Br1285	DISCARD	12	979	0.0122574055158325
wd_domain8492	Br1285	NK_and_T_cells	7	979	0.00715015321756895
wd_domain8492	Br1285	Blood	13	979	0.0132788559754852
wd_domain8492	Br1285	Endothelium	100	979	0.102145045965271
wd_domain8492	Br1285	Serotonergic	2	979	0.00204290091930541
wd_domain8492	Br1556	LCNE	82	330	0.248484848484849
wd_domain8492	Br1556	Endothelium	28	330	0.0848484848484849
wd_domain8492	Br1556	Mixed Neuropept.	54	330	0.163636363636364
wd_domain8492	Br1556	OPC	25	330	0.0757575757575758
wd_domain8492	Br1556	Astro_FGFR3	65	330	0.196969696969697
wd_domain8492	Br1556	Microglia	24	330	0.0727272727272727
wd_domain8492	Br1556	Oligodendrocytes	14	330	0.0424242424242424
wd_domain8492	Br1556	Vasc. SMC	10	330	0.0303030303030303
wd_domain8492	Br1556	Inhib_5HTR2A	10	330	0.0303030303030303
wd_domain8492	Br1556	Astro_RYR3	9	330	0.0272727272727273
wd_domain8492	Br1556	DISCARD	7	330	0.0212121212121212
wd_domain8492	Br1556	Blood	2	330	0.00606060606060606
wd_domain8492	Br1691L	DISCARD	27	679	0.0397643593519882
wd_domain8492	Br1691L	Astro_FGFR3	82	679	0.120765832106038
wd_domain8492	Br1691L	Mixed Neuropept.	50	679	0.0736377025036819
wd_domain8492	Br1691L	Oligodendrocytes	54	679	0.0795287187039764
wd_domain8492	Br1691L	Endothelium	62	679	0.0913107511045655
wd_domain8492	Br1691L	Vasc. SMC	24	679	0.0353460972017673
wd_domain8492	Br1691L	LCNE	242	679	0.35640648011782
wd_domain8492	Br1691L	OPC	33	679	0.0486008836524301
wd_domain8492	Br1691L	Astro_RYR3	41	679	0.0603829160530191
wd_domain8492	Br1691L	Microglia	10	679	0.0147275405007364
wd_domain8492	Br1691L	NK_and_T_cells	5	679	0.00736377025036819
wd_domain8492	Br1691L	Inhib_5HTR2A	6	679	0.00883652430044183
wd_domain8492	Br1691L	Blood	43	679	0.0633284241531664
wd_domain8492	Br1706	LCNE	646	1615	0.4
wd_domain8492	Br1706	Microglia	149	1615	0.0922600619195046
wd_domain8492	Br1706	Astro_RYR3	60	1615	0.0371517027863777
wd_domain8492	Br1706	Oligodendrocytes	121	1615	0.0749226006191951
wd_domain8492	Br1706	Astro_FGFR3	197	1615	0.121981424148607
wd_domain8492	Br1706	Mixed Neuropept.	56	1615	0.0346749226006192
wd_domain8492	Br1706	Endothelium	117	1615	0.0724458204334365
wd_domain8492	Br1706	OPC	76	1615	0.0470588235294118
wd_domain8492	Br1706	DISCARD	34	1615	0.0210526315789474
wd_domain8492	Br1706	Vasc. SMC	49	1615	0.0303405572755418
wd_domain8492	Br1706	Blood	85	1615	0.0526315789473684
wd_domain8492	Br1706	NK_and_T_cells	16	1615	0.00990712074303406
wd_domain8492	Br1706	Inhib_5HTR2A	3	1615	0.00185758513931889
wd_domain8492	Br1706	Astro_SERPINA3	1	1615	0.000619195046439629
wd_domain8492	Br1706	Ependyma	2	1615	0.00123839009287926
wd_domain8492	Br1706	Serotonergic	3	1615	0.00185758513931889
wd_domain8492	Br1884	OPC	88	1415	0.0621908127208481
wd_domain8492	Br1884	Mixed Neuropept.	61	1415	0.0431095406360424
wd_domain8492	Br1884	LCNE	631	1415	0.445936395759717
wd_domain8492	Br1884	Endothelium	146	1415	0.103180212014134
wd_domain8492	Br1884	Astro_RYR3	30	1415	0.0212014134275618
wd_domain8492	Br1884	Astro_FGFR3	166	1415	0.117314487632509
wd_domain8492	Br1884	Oligodendrocytes	63	1415	0.0445229681978799
wd_domain8492	Br1884	Microglia	82	1415	0.0579505300353357
wd_domain8492	Br1884	DISCARD	47	1415	0.0332155477031802
wd_domain8492	Br1884	Vasc. SMC	39	1415	0.0275618374558304
wd_domain8492	Br1884	NK_and_T_cells	7	1415	0.0049469964664311
wd_domain8492	Br1884	Blood	43	1415	0.0303886925795053
wd_domain8492	Br1884	Serotonergic	8	1415	0.00565371024734982
wd_domain8492	Br1884	Ependyma	1	1415	0.000706713780918728
wd_domain8492	Br1884	Inhib_5HTR2A	2	1415	0.00141342756183746
wd_domain8492	Br1884	Astro_SERPINA3	1	1415	0.000706713780918728
wd_domain8492	Br2305	LCNE	52	90	0.577777777777778
wd_domain8492	Br2305	Astro_FGFR3	15	90	0.166666666666667
wd_domain8492	Br2305	Endothelium	8	90	0.0888888888888889
wd_domain8492	Br2305	OPC	5	90	0.0555555555555556
wd_domain8492	Br2305	Vasc. SMC	3	90	0.0333333333333333
wd_domain8492	Br2305	Microglia	1	90	0.0111111111111111
wd_domain8492	Br2305	Oligodendrocytes	4	90	0.0444444444444444
wd_domain8492	Br2305	Mixed Neuropept.	2	90	0.0222222222222222
wd_domain8492	Br2305L	Mixed Neuropept.	25	389	0.06426735218509
wd_domain8492	Br2305L	Oligodendrocytes	57	389	0.146529562982005
wd_domain8492	Br2305L	Vasc. SMC	8	389	0.0205655526992288
wd_domain8492	Br2305L	Astro_RYR3	21	389	0.0539845758354756
wd_domain8492	Br2305L	Astro_FGFR3	50	389	0.12853470437018
wd_domain8492	Br2305L	Microglia	17	389	0.0437017994858612
wd_domain8492	Br2305L	LCNE	118	389	0.303341902313625
wd_domain8492	Br2305L	Endothelium	32	389	0.0822622107969152
wd_domain8492	Br2305L	OPC	14	389	0.0359897172236504
wd_domain8492	Br2305L	Blood	30	389	0.077120822622108
wd_domain8492	Br2305L	DISCARD	10	389	0.025706940874036
wd_domain8492	Br2305L	Serotonergic	2	389	0.0051413881748072
wd_domain8492	Br2305L	Inhib_5HTR2A	5	389	0.012853470437018
wd_domain8492	Br2582	Astro_FGFR3	150	1123	0.133570792520036
wd_domain8492	Br2582	Endothelium	90	1123	0.0801424755120214
wd_domain8492	Br2582	LCNE	469	1123	0.417631344612645
wd_domain8492	Br2582	Vasc. SMC	21	1123	0.018699910952805
wd_domain8492	Br2582	NK_and_T_cells	8	1123	0.00712377560106857
wd_domain8492	Br2582	Oligodendrocytes	87	1123	0.0774710596616207
wd_domain8492	Br2582	Mixed Neuropept.	32	1123	0.0284951024042743
wd_domain8492	Br2582	Microglia	131	1123	0.116651825467498
wd_domain8492	Br2582	DISCARD	30	1123	0.0267141585040071
wd_domain8492	Br2582	Astro_RYR3	27	1123	0.0240427426536064
wd_domain8492	Br2582	Blood	28	1123	0.02493321460374
wd_domain8492	Br2582	Inhib_5HTR2A	3	1123	0.00267141585040071
wd_domain8492	Br2582	OPC	40	1123	0.0356188780053428
wd_domain8492	Br2582	Astro_SERPINA3	1	1123	0.000890471950133571
wd_domain8492	Br2582	Serotonergic	6	1123	0.00534283170080143
wd_domain8492	Br3974	Astro_RYR3	228	3432	0.0664335664335664
wd_domain8492	Br3974	LCNE	1246	3432	0.363053613053613
wd_domain8492	Br3974	Blood	74	3432	0.0215617715617716
wd_domain8492	Br3974	Endothelium	295	3432	0.085955710955711
wd_domain8492	Br3974	Mixed Neuropept.	101	3432	0.0294289044289044
wd_domain8492	Br3974	Vasc. SMC	106	3432	0.0308857808857809
wd_domain8492	Br3974	Microglia	217	3432	0.0632284382284382
wd_domain8492	Br3974	Astro_FGFR3	407	3432	0.118589743589744
wd_domain8492	Br3974	OPC	167	3432	0.0486596736596737
wd_domain8492	Br3974	DISCARD	76	3432	0.0221445221445221
wd_domain8492	Br3974	Oligodendrocytes	444	3432	0.129370629370629
wd_domain8492	Br3974	NK_and_T_cells	24	3432	0.00699300699300699
wd_domain8492	Br3974	Inhib_5HTR2A	5	3432	0.00145687645687646
wd_domain8492	Br3974	Astro_SERPINA3	38	3432	0.0110722610722611
wd_domain8492	Br3974	Serotonergic	4	3432	0.00116550116550117
wd_domain8492	Br5367	LCNE	455	1730	0.263005780346821
wd_domain8492	Br5367	Mixed Neuropept.	180	1730	0.104046242774566
wd_domain8492	Br5367	Oligodendrocytes	240	1730	0.138728323699422
wd_domain8492	Br5367	Astro_FGFR3	195	1730	0.11271676300578
wd_domain8492	Br5367	Endothelium	142	1730	0.0820809248554913
wd_domain8492	Br5367	Microglia	107	1730	0.061849710982659
wd_domain8492	Br5367	OPC	98	1730	0.0566473988439306
wd_domain8492	Br5367	Vasc. SMC	64	1730	0.0369942196531792
wd_domain8492	Br5367	DISCARD	66	1730	0.038150289017341
wd_domain8492	Br5367	Astro_RYR3	106	1730	0.061271676300578
wd_domain8492	Br5367	Inhib_5HTR2A	13	1730	0.00751445086705202
wd_domain8492	Br5367	Serotonergic	6	1730	0.00346820809248555
wd_domain8492	Br5367	NK_and_T_cells	11	1730	0.00635838150289017
wd_domain8492	Br5367	Blood	45	1730	0.0260115606936416
wd_domain8492	Br5367	Ependyma	1	1730	0.000578034682080925
wd_domain8492	Br5367	Astro_SERPINA3	1	1730	0.000578034682080925
wd_domain8492	Br5368	Astro_FGFR3	159	1234	0.128849270664506
wd_domain8492	Br5368	LCNE	426	1234	0.345218800648298
wd_domain8492	Br5368	Endothelium	82	1234	0.06645056726094
wd_domain8492	Br5368	OPC	59	1234	0.0478119935170178
wd_domain8492	Br5368	Microglia	110	1234	0.0891410048622366
wd_domain8492	Br5368	Mixed Neuropept.	115	1234	0.093192868719611
wd_domain8492	Br5368	Vasc. SMC	43	1234	0.0348460291734198
wd_domain8492	Br5368	DISCARD	33	1234	0.026742301458671
wd_domain8492	Br5368	Oligodendrocytes	101	1234	0.0818476499189627
wd_domain8492	Br5368	Inhib_5HTR2A	14	1234	0.0113452188006483
wd_domain8492	Br5368	Astro_RYR3	57	1234	0.0461912479740681
wd_domain8492	Br5368	Serotonergic	3	1234	0.00243111831442464
wd_domain8492	Br5368	Blood	29	1234	0.0235008103727715
wd_domain8492	Br5368	NK_and_T_cells	3	1234	0.00243111831442464
wd_domain8492	Br5415	LCNE	258	864	0.298611111111111
wd_domain8492	Br5415	Astro_FGFR3	110	864	0.127314814814815
wd_domain8492	Br5415	Microglia	85	864	0.0983796296296296
wd_domain8492	Br5415	Endothelium	65	864	0.0752314814814815
wd_domain8492	Br5415	OPC	44	864	0.0509259259259259
wd_domain8492	Br5415	Mixed Neuropept.	91	864	0.105324074074074
wd_domain8492	Br5415	Oligodendrocytes	57	864	0.0659722222222222
wd_domain8492	Br5415	DISCARD	37	864	0.0428240740740741
wd_domain8492	Br5415	Inhib_5HTR2A	8	864	0.00925925925925926
wd_domain8492	Br5415	Astro_RYR3	37	864	0.0428240740740741
wd_domain8492	Br5415	Vasc. SMC	29	864	0.0335648148148148
wd_domain8492	Br5415	NK_and_T_cells	4	864	0.00462962962962963
wd_domain8492	Br5415	Blood	37	864	0.0428240740740741
wd_domain8492	Br5415	Serotonergic	2	864	0.00231481481481482
wd_domain8492	Br5426	Microglia	116	2193	0.0528955768353853
wd_domain8492	Br5426	LCNE	771	2193	0.351573187414501
wd_domain8492	Br5426	Inhib_5HTR2A	5	2193	0.00227998176014592
wd_domain8492	Br5426	Oligodendrocytes	240	2193	0.109439124487004
wd_domain8492	Br5426	OPC	141	2193	0.0642954856361149
wd_domain8492	Br5426	Endothelium	184	2193	0.0839033287733698
wd_domain8492	Br5426	Mixed Neuropept.	141	2193	0.0642954856361149
wd_domain8492	Br5426	Blood	51	2193	0.0232558139534884
wd_domain8492	Br5426	Astro_RYR3	131	2193	0.0597355221158231
wd_domain8492	Br5426	Vasc. SMC	61	2193	0.0278157774737802
wd_domain8492	Br5426	DISCARD	60	2193	0.027359781121751
wd_domain8492	Br5426	Astro_FGFR3	265	2193	0.120839033287734
wd_domain8492	Br5426	NK_and_T_cells	16	2193	0.00729594163246694
wd_domain8492	Br5426	Serotonergic	1	2193	0.000455996352029184
wd_domain8492	Br5426	Astro_SERPINA3	10	2193	0.00455996352029184
wd_domain8492	Br5460	Astro_RYR3	91	1878	0.0484558040468584
wd_domain8492	Br5460	Astro_FGFR3	275	1878	0.14643237486688
wd_domain8492	Br5460	Microglia	132	1878	0.0702875399361022
wd_domain8492	Br5460	LCNE	681	1878	0.362619808306709
wd_domain8492	Br5460	Endothelium	153	1878	0.0814696485623003
wd_domain8492	Br5460	Vasc. SMC	68	1878	0.0362087326943557
wd_domain8492	Br5460	Mixed Neuropept.	81	1878	0.0431309904153355
wd_domain8492	Br5460	OPC	89	1878	0.0473908413205538
wd_domain8492	Br5460	Blood	89	1878	0.0473908413205538
wd_domain8492	Br5460	Oligodendrocytes	133	1878	0.0708200212992545
wd_domain8492	Br5460	NK_and_T_cells	38	1878	0.020234291799787
wd_domain8492	Br5460	DISCARD	41	1878	0.0218317358892439
wd_domain8492	Br5460	Inhib_5HTR2A	4	1878	0.00212992545260916
wd_domain8492	Br5460	Ependyma	3	1878	0.00159744408945687
wd_domain8492	Br5529	Oligodendrocytes	242	1708	0.141686182669789
wd_domain8492	Br5529	LCNE	708	1708	0.414519906323185
wd_domain8492	Br5529	OPC	75	1708	0.0439110070257611
wd_domain8492	Br5529	Mixed Neuropept.	39	1708	0.0228337236533958
wd_domain8492	Br5529	Astro_FGFR3	226	1708	0.13231850117096
wd_domain8492	Br5529	Vasc. SMC	50	1708	0.0292740046838408
wd_domain8492	Br5529	Endothelium	170	1708	0.0995316159250585
wd_domain8492	Br5529	Astro_RYR3	61	1708	0.0357142857142857
wd_domain8492	Br5529	Microglia	30	1708	0.0175644028103045
wd_domain8492	Br5529	DISCARD	24	1708	0.0140515222482436
wd_domain8492	Br5529	NK_and_T_cells	10	1708	0.00585480093676815
wd_domain8492	Br5529	Serotonergic	3	1708	0.00175644028103045
wd_domain8492	Br5529	Blood	70	1708	0.040983606557377
wd_domain8492	Br5634	LCNE	323	1146	0.281849912739965
wd_domain8492	Br5634	Microglia	134	1146	0.116928446771379
wd_domain8492	Br5634	Astro_SERPINA3	3	1146	0.00261780104712042
wd_domain8492	Br5634	Astro_RYR3	78	1146	0.0680628272251309
wd_domain8492	Br5634	OPC	51	1146	0.0445026178010471
wd_domain8492	Br5634	Oligodendrocytes	131	1146	0.114310645724258
wd_domain8492	Br5634	DISCARD	63	1146	0.0549738219895288
wd_domain8492	Br5634	Mixed Neuropept.	64	1146	0.0558464223385689
wd_domain8492	Br5634	Inhib_5HTR2A	11	1146	0.00959860383944154
wd_domain8492	Br5634	Blood	20	1146	0.0174520069808028
wd_domain8492	Br5634	Endothelium	85	1146	0.0741710296684119
wd_domain8492	Br5634	NK_and_T_cells	6	1146	0.00523560209424084
wd_domain8492	Br5634	Vasc. SMC	35	1146	0.0305410122164049
wd_domain8492	Br5634	Astro_FGFR3	129	1146	0.112565445026178
wd_domain8492	Br5634	Serotonergic	7	1146	0.00610820244328098
wd_domain8492	Br5634	Ependyma	6	1146	0.00523560209424084
wd_domain8492	Br5854	Astro_FGFR3	38	170	0.223529411764706
wd_domain8492	Br5854	Mixed Neuropept.	11	170	0.0647058823529412
wd_domain8492	Br5854	Astro_RYR3	16	170	0.0941176470588235
wd_domain8492	Br5854	LCNE	39	170	0.229411764705882
wd_domain8492	Br5854	Oligodendrocytes	12	170	0.0705882352941176
wd_domain8492	Br5854	Endothelium	5	170	0.0294117647058824
wd_domain8492	Br5854	Microglia	24	170	0.141176470588235
wd_domain8492	Br5854	Vasc. SMC	5	170	0.0294117647058824
wd_domain8492	Br5854	Inhib_5HTR2A	2	170	0.0117647058823529
wd_domain8492	Br5854	DISCARD	5	170	0.0294117647058824
wd_domain8492	Br5854	Blood	5	170	0.0294117647058824
wd_domain8492	Br5854	OPC	6	170	0.0352941176470588
wd_domain8492	Br5854	Serotonergic	2	170	0.0117647058823529
wd_domain8492	Br5854L	Oligodendrocytes	160	1703	0.0939518496770405
wd_domain8492	Br5854L	Microglia	193	1703	0.11332941867293
wd_domain8492	Br5854L	OPC	83	1703	0.0487375220199648
wd_domain8492	Br5854L	Astro_FGFR3	174	1703	0.102172636523782
wd_domain8492	Br5854L	Astro_RYR3	165	1703	0.096887844979448
wd_domain8492	Br5854L	Astro_SERPINA3	12	1703	0.00704638872577804
wd_domain8492	Br5854L	Endothelium	88	1703	0.0516735173223723
wd_domain8492	Br5854L	Mixed Neuropept.	109	1703	0.0640046975924839
wd_domain8492	Br5854L	LCNE	374	1703	0.219612448620082
wd_domain8492	Br5854L	Blood	35	1703	0.0205519671168526
wd_domain8492	Br5854L	Vasc. SMC	52	1703	0.0305343511450382
wd_domain8492	Br5854L	DISCARD	223	1703	0.130945390487375
wd_domain8492	Br5854L	Inhib_5HTR2A	11	1703	0.00645918966529654
wd_domain8492	Br5854L	Serotonergic	13	1703	0.00763358778625954
wd_domain8492	Br5854L	NK_and_T_cells	9	1703	0.00528479154433353
wd_domain8492	Br5854L	Ependyma	2	1703	0.00117439812096301
wd_domain8492	Br5941	Astro_FGFR3	212	1470	0.14421768707483
wd_domain8492	Br5941	Microglia	138	1470	0.0938775510204082
wd_domain8492	Br5941	Blood	40	1470	0.0272108843537415
wd_domain8492	Br5941	LCNE	519	1470	0.353061224489796
wd_domain8492	Br5941	OPC	78	1470	0.0530612244897959
wd_domain8492	Br5941	Astro_RYR3	90	1470	0.0612244897959184
wd_domain8492	Br5941	Endothelium	109	1470	0.0741496598639456
wd_domain8492	Br5941	Oligodendrocytes	128	1470	0.0870748299319728
wd_domain8492	Br5941	Mixed Neuropept.	71	1470	0.0482993197278912
wd_domain8492	Br5941	Vasc. SMC	41	1470	0.027891156462585
wd_domain8492	Br5941	DISCARD	33	1470	0.0224489795918367
wd_domain8492	Br5941	Astro_SERPINA3	3	1470	0.00204081632653061
wd_domain8492	Br5941	Inhib_5HTR2A	3	1470	0.00204081632653061
wd_domain8492	Br5941	NK_and_T_cells	5	1470	0.00340136054421769
wd_domain8492	Br6085	Oligodendrocytes	50	522	0.0957854406130268
wd_domain8492	Br6085	LCNE	154	522	0.295019157088123
wd_domain8492	Br6085	Microglia	43	522	0.0823754789272031
wd_domain8492	Br6085	OPC	25	522	0.0478927203065134
wd_domain8492	Br6085	Astro_RYR3	30	522	0.0574712643678161
wd_domain8492	Br6085	DISCARD	28	522	0.053639846743295
wd_domain8492	Br6085	Mixed Neuropept.	43	522	0.0823754789272031
wd_domain8492	Br6085	Astro_FGFR3	62	522	0.118773946360153
wd_domain8492	Br6085	Endothelium	41	522	0.078544061302682
wd_domain8492	Br6085	Vasc. SMC	21	522	0.0402298850574713
wd_domain8492	Br6085	Serotonergic	3	522	0.00574712643678161
wd_domain8492	Br6085	Blood	8	522	0.0153256704980843
wd_domain8492	Br6085	Inhib_5HTR2A	7	522	0.0134099616858238
wd_domain8492	Br6085	NK_and_T_cells	7	522	0.0134099616858238
wd_domain8492	Br6098	Endothelium	63	716	0.0879888268156425
wd_domain8492	Br6098	LCNE	237	716	0.331005586592179
wd_domain8492	Br6098	Blood	16	716	0.0223463687150838
wd_domain8492	Br6098	Mixed Neuropept.	58	716	0.0810055865921788
wd_domain8492	Br6098	Oligodendrocytes	80	716	0.111731843575419
wd_domain8492	Br6098	Astro_FGFR3	85	716	0.118715083798883
