rn	LCloose	LCstrict	gained_or_altered_byNMseg_and_LCstrict	gained_or_altered_byNMseg_and_LCloose
Br0942_afphihec-1	No	No	No	No
Br0942_afpnbfbe-1	No	No	No	No
Br0942_agaakadb-1	No	No	No	No
Br0942_agafpbeb-1	No	No	No	No
Br0942_agajhknn-1	No	No	No	No
Br0942_agajngaj-1	No	No	No	No
Br0942_agakbfcj-1	No	No	No	No
Br0942_agakmgff-1	No	No	No	No
Br0942_agakmkac-1	No	No	No	No
Br0942_agamggoe-1	No	No	No	No
Br0942_agamklno-1	No	No	No	No
Br0942_agaojgkk-1	No	No	No	No
Br0942_agbaclmo-1	No	No	No	No
Br0942_agbbgadk-1	No	No	No	No
Br0942_agbcbnkd-1	No	No	No	No
Br0942_agbeacbp-1	No	No	No	No
Br0942_agbebkkm-1	No	No	No	No
Br0942_agbehfba-1	No	No	No	No
Br0942_agbeingj-1	No	No	No	No
Br0942_agbhifbd-1	No	No	No	No
Br0942_agbkbdho-1	No	No	No	No
Br0942_agbkkdpo-1	No	No	No	No
Br0942_agblabhk-1	No	No	No	No
Br0942_agbmamdm-1	No	No	No	No
Br0942_agbmmdbm-1	No	No	No	No
Br0942_agbnkfii-1	No	No	No	No
Br0942_agbomjmh-1	No	No	No	No
Br0942_agcaookg-1	No	No	No	No
Br0942_agcdmbfg-1	No	No	No	No
Br0942_agcfjocj-1	No	No	No	No
Br0942_agchkbce-1	No	No	No	No
Br0942_agcibppg-1	No	No	No	No
Br0942_agcieegj-1	No	No	No	No
Br0942_agclfihg-1	No	No	No	No
Br0942_agcmfhpd-1	No	No	No	No
Br0942_agcnobec-1	No	No	No	No
Br0942_agcpibfp-1	No	No	No	No
Br0942_agdbaloc-1	No	No	No	No
Br0942_agdflfcl-1	No	No	No	No
Br0942_agdggfid-1	No	No	No	No
Br0942_agdgkhcf-1	No	No	No	No
Br0942_agdhhpjm-1	No	No	No	No
Br0942_agdjleee-1	No	No	No	No
Br0942_agdkbcgn-1	No	No	No	No
Br0942_agdmbejn-1	No	No	No	No
Br0942_agedkfla-1	No	No	No	No
Br0942_agefbede-1	No	No	No	No
Br0942_agemaeno-1	No	No	No	No
Br0942_ageoigid-1	No	No	No	No
Br0942_agepdlil-1	No	No	No	No
Br0942_ageppmnm-1	No	No	No	No
Br0942_agfgkalk-1	No	No	No	No
Br0942_agfijlai-1	No	No	No	No
Br0942_agfnlmdi-1	No	No	No	No
Br0942_aggdcklp-1	No	No	No	No
Br0942_aggeemlp-1	No	No	No	No
Br0942_aggfmikf-1	No	No	No	No
Br0942_agggcphf-1	No	No	No	No
Br0942_aggnoknn-1	No	No	No	No
Br0942_aghakpag-1	No	No	No	No
Br0942_aghebfnf-1	No	No	No	No
Br0942_aghefiig-1	No	No	No	No
Br0942_aghfegig-1	No	No	No	No
Br0942_aghgmjim-1	No	No	No	No
Br0942_aghhkcnj-1	No	No	No	No
Br0942_aghilbnn-1	No	No	No	No
Br0942_aghkfcci-1	No	No	No	No
Br0942_aghpeipe-1	No	No	No	No
Br0942_agibffoe-1	No	No	No	No
Br0942_agiendni-1	No	No	No	No
Br0942_agifhkpg-1	No	No	No	No
Br0942_agifmmno-1	No	No	No	No
Br0942_agilobme-1	No	No	No	No
Br0942_agimkjig-1	No	No	No	No
Br0942_agjammfp-1	No	No	No	No
Br0942_agjdmcem-1	No	No	No	No
Br0942_agjebaje-1	No	No	No	No
Br0942_agjedmjg-1	No	No	No	No
Br0942_agjhfelb-1	No	No	No	No
Br0942_agjkbjff-1	No	No	No	No
Br0942_agjodcea-1	No	No	No	No
Br0942_agkikbfa-1	No	No	No	No
Br0942_agkjmnmi-1	No	No	No	No
Br0942_agkmdjdp-1	No	No	No	No
Br0942_agkoblli-1	No	No	No	No
Br0942_aglajhnm-1	No	No	No	No
Br0942_aglakmmp-1	No	No	No	No
Br0942_aglcnape-1	No	No	No	No
Br0942_agllkecc-1	No	No	No	No
Br0942_aglmengb-1	No	No	No	No
Br0942_agmbadna-1	No	No	No	No
Br0942_agmcjpgf-1	No	No	No	No
Br0942_agnacjdo-1	No	No	No	No
Br0942_agndcdnl-1	No	No	No	No
Br0942_agneimcj-1	No	No	No	No
Br0942_agnfpkmd-1	No	No	No	No
Br0942_agngmbhp-1	No	No	No	No
Br0942_agnhmbja-1	No	No	No	No
Br0942_agnjjfcc-1	No	No	No	No
Br0942_agnjloja-1	No	No	No	No
Br0942_agnlhfkg-1	No	No	No	No
Br0942_agnljcom-1	No	No	No	No
Br0942_agnmacia-1	No	No	No	No
Br0942_agnpojbf-1	No	No	No	No
Br0942_agocopgc-1	No	No	No	No
Br0942_agoemffo-1	No	No	No	No
Br0942_agogloic-1	No	No	No	No
Br0942_agogmbpk-1	No	No	No	No
Br0942_agoickbc-1	No	No	No	No
Br0942_agoilbcc-1	No	No	No	No
Br0942_agongion-1	No	No	No	No
Br0942_agoompji-1	No	No	No	No
Br0942_agpdkdkp-1	No	No	No	No
Br0942_agpfabna-1	No	No	No	No
Br0942_agpfnglg-1	No	No	No	No
Br0942_agpghfck-1	No	No	No	No
Br0942_agpgkpek-1	No	No	No	No
Br0942_agpjloob-1	No	No	No	No
Br0942_agpklcof-1	No	No	No	No
Br0942_ahadhnmk-1	No	No	No	No
Br0942_ahaeceij-1	No	No	No	No
Br0942_ahajbdgn-1	No	No	No	No
Br0942_ahaljpmg-1	No	No	No	No
Br0942_ahbbicmk-1	No	No	No	No
Br0942_ahbcbgcd-1	No	No	No	No
Br0942_ahbfjcfk-1	No	No	No	No
Br0942_ahbgjopb-1	No	No	No	No
Br0942_ahbhipna-1	No	No	No	No
Br0942_ahbklnlc-1	No	No	No	No
Br0942_ahbpbmbf-1	No	No	No	No
Br0942_ahcchlej-1	No	No	No	No
Br0942_ahcdbglk-1	No	No	No	No
Br0942_ahcfeked-1	No	No	No	No
Br0942_ahcgdcad-1	No	No	No	No
Br0942_ahckhlab-1	No	No	No	No
Br0942_ahcldekk-1	No	No	No	No
Br0942_ahclgiea-1	No	No	No	No
Br0942_ahcmbgkj-1	No	No	No	No
Br0942_ahdefimo-1	No	No	No	No
Br0942_ahdfbbfk-1	No	No	No	No
Br0942_ahdjackf-1	No	No	No	No
Br0942_ahdmnlef-1	No	No	No	No
Br0942_ahdpilbi-1	No	No	No	No
Br0942_aheaiglm-1	No	No	No	No
Br0942_ahegglfj-1	No	No	No	No
Br0942_aheildgj-1	No	No	No	No
Br0942_ahelflop-1	No	No	No	No
Br0942_ahelloip-1	No	No	No	No
Br0942_ahenfolo-1	No	No	No	No
Br0942_ahenkphj-1	No	No	No	No
Br0942_aheofnoo-1	No	No	No	No
Br0942_ahephako-1	No	No	No	No
Br0942_ahepnmil-1	No	No	No	No
Br0942_ahfanhjh-1	No	No	No	No
Br0942_ahfbhnmo-1	No	No	No	No
Br0942_ahfcogho-1	No	No	No	No
Br0942_ahffopfp-1	No	No	No	No
Br0942_ahfglbdn-1	No	No	No	No
Br0942_ahfgpjpp-1	No	No	No	No
Br0942_ahfkimge-1	No	No	No	No
Br0942_ahfkobja-1	No	No	No	No
Br0942_ahfmfokn-1	No	No	No	No
Br0942_ahfmlehg-1	No	No	No	No
Br0942_ahfokmfb-1	No	No	No	No
Br0942_ahggenke-1	No	No	No	No
Br0942_ahghanla-1	No	No	No	No
Br0942_ahghnhfe-1	No	No	No	No
Br0942_ahglldcl-1	No	No	No	No
Br0942_ahgnjddj-1	No	No	No	No
Br0942_ahgoepgf-1	No	No	No	No
Br0942_ahhccdfe-1	No	No	No	No
Br0942_ahhcmjpm-1	No	No	No	No
Br0942_ahhcpckp-1	No	No	No	No
Br0942_ahheadfg-1	No	No	No	No
Br0942_ahhfkbgm-1	No	No	No	No
Br0942_ahhlpeid-1	No	No	No	No
Br0942_ahhmlkdb-1	No	No	No	No
Br0942_ahhoalgl-1	No	No	No	No
Br0942_ahiajjgn-1	No	No	No	No
Br0942_ahidacjp-1	No	No	No	No
Br0942_ahifeldd-1	No	No	No	No
Br0942_ahigamok-1	No	No	No	No
Br0942_ahihpflh-1	No	No	No	No
Br0942_ahilndkp-1	No	No	No	No
Br0942_ahimoepf-1	No	No	No	No
Br0942_ahippbhl-1	No	No	No	No
Br0942_ahjamaej-1	No	No	No	No
Br0942_ahjbggea-1	No	No	No	No
Br0942_ahjbifie-1	No	No	No	No
Br0942_ahjhbfcf-1	No	No	No	No
Br0942_ahjhkigm-1	No	No	No	No
Br0942_ahjigaea-1	No	No	No	No
Br0942_ahjmbdii-1	No	No	No	No
Br0942_ahjpcmbk-1	No	No	No	No
Br0942_ahkajcpo-1	No	No	No	No
Br0942_ahkbfkpa-1	No	No	No	No
Br0942_ahkfekie-1	No	No	No	No
Br0942_ahkflgin-1	No	No	No	No
Br0942_ahkkekhb-1	No	No	No	No
Br0942_ahkkiemj-1	No	No	No	No
Br0942_ahklmnjd-1	No	No	No	No
Br0942_ahkngmhj-1	No	No	No	No
Br0942_ahkopamf-1	No	No	No	No
Br0942_ahkpiomo-1	No	No	No	No
Br0942_ahlalplc-1	No	No	No	No
Br0942_ahldlhpi-1	No	No	No	No
Br0942_ahlgegah-1	No	No	No	No
Br0942_ahlhnlgc-1	No	No	No	No
Br0942_ahlldnfh-1	No	No	No	No
Br0942_ahllpjjn-1	No	No	No	No
Br0942_ahlmdmhe-1	No	No	No	No
Br0942_ahloakem-1	No	No	No	No
Br0942_ahmaefmp-1	No	No	No	No
Br0942_ahmbpjao-1	No	No	No	No
Br0942_ahmkdcnc-1	No	No	No	No
Br0942_ahmkpldj-1	No	No	No	No
Br0942_ahmmjjba-1	No	No	No	No
Br0942_ahmnhghn-1	No	No	No	No
Br0942_ahmnmnjo-1	No	No	No	No
Br0942_ahnddiln-1	No	No	No	No
Br0942_ahnfpojo-1	No	No	No	No
Br0942_ahngfiec-1	No	No	No	No
Br0942_ahnhbgdh-1	No	No	No	No
Br0942_ahnjgbmb-1	No	No	No	No
Br0942_ahofpjha-1	No	No	No	No
Br0942_ahohpabc-1	No	No	No	No
Br0942_ahoiakom-1	No	No	No	No
Br0942_ahojfnnl-1	No	No	No	No
Br0942_ahokjedp-1	No	No	No	No
Br0942_ahpfiklh-1	No	No	No	No
Br0942_ahpgmnch-1	No	No	No	No
Br0942_ahpicidp-1	No	No	No	No
Br0942_ahpjcnjn-1	No	No	No	No
Br0942_ahpkafbl-1	No	No	No	No
Br0942_ahpljdcb-1	No	No	No	No
Br0942_ahpmfale-1	No	No	No	No
Br0942_ahpnikhn-1	No	No	No	No
Br0942_ahpoakmp-1	No	No	No	No
Br0942_aiaagelg-1	No	No	No	No
Br0942_aiahcmaa-1	No	No	No	No
Br0942_aiaimcmb-1	No	No	No	No
Br0942_aialldkn-1	No	No	No	No
Br0942_aiaoikmd-1	No	No	No	No
Br0942_aibaanjj-1	No	No	No	No
Br0942_aibdfnga-1	No	No	No	No
Br0942_aibeafoa-1	No	No	No	No
Br0942_aibeajbl-1	No	No	No	No
Br0942_aibeonia-1	No	No	No	No
Br0942_aibkacjc-1	No	No	No	No
Br0942_aibkajlk-1	No	No	No	No
Br0942_aibmjgji-1	No	No	No	No
Br0942_aicpbgak-1	No	No	No	No
Br0942_aicpiegb-1	No	No	No	No
Br0942_aidedpno-1	No	No	No	No
Br0942_aidelfon-1	No	No	No	No
Br0942_aidmepof-1	No	No	No	No
Br0942_aidnkcci-1	No	No	No	No
Br0942_aiecibii-1	No	No	No	No
Br0942_aiehmcil-1	No	No	No	No
Br0942_aieifdkh-1	No	No	No	No
Br0942_aiejmjjc-1	No	No	No	No
Br0942_aielbcdp-1	No	No	No	No
Br0942_aiemaoie-1	No	No	No	No
Br0942_aiemoioi-1	No	No	No	No
Br0942_aifadlag-1	No	No	No	No
Br0942_aifcbkop-1	No	No	No	No
Br0942_aifflheh-1	No	No	No	No
Br0942_aifjakff-1	No	No	No	No
Br0942_aifkabfi-1	No	No	No	No
Br0942_aifkihnd-1	No	No	No	No
Br0942_aifmkgpa-1	No	No	No	No
Br0942_aifmplbp-1	No	No	No	No
Br0942_aifnmbfc-1	No	No	No	No
Br0942_aigalojm-1	No	No	No	No
Br0942_aigdfkfl-1	No	No	No	No
Br0942_aigfnklb-1	No	No	No	No
Br0942_aighbcnp-1	No	No	No	No
Br0942_aighffle-1	No	No	No	No
Br0942_aighnidp-1	No	No	No	No
Br0942_aignnjcj-1	No	No	No	No
Br0942_aigogdpk-1	No	No	No	No
Br0942_aigplmic-1	No	No	No	No
Br0942_aihdkgcl-1	No	No	No	No
Br0942_aihfmglb-1	No	No	No	No
Br0942_aihgboko-1	No	No	No	No
Br0942_aihgkggg-1	No	No	No	No
Br0942_aihhgida-1	No	No	No	No
Br0942_aihidphi-1	No	No	No	No
Br0942_aihimipg-1	No	No	No	No
Br0942_aihjmjbb-1	No	No	No	No
Br0942_aihofioo-1	No	No	No	No
Br0942_aiiapkll-1	No	No	No	No
Br0942_aiidlkpb-1	No	No	No	No
Br0942_aiiedepa-1	No	No	No	No
Br0942_aiieflmc-1	No	No	No	No
Br0942_aiiggkge-1	No	No	No	No
Br0942_aiinkgbg-1	No	No	No	No
Br0942_aijblncb-1	No	No	No	No
Br0942_aijccjng-1	No	No	No	No
Br0942_aijdbfea-1	No	No	No	No
Br0942_aijgeaff-1	No	No	No	No
Br0942_aijidohb-1	No	No	No	No
Br0942_aijkokpi-1	No	No	No	No
Br0942_aijldifa-1	No	No	No	No
Br0942_aijoodfm-1	No	No	No	No
Br0942_aijpcedf-1	No	No	No	No
Br0942_aikdngig-1	No	No	No	No
Br0942_aiklcidf-1	No	No	No	No
Br0942_aiklgmck-1	No	No	No	No
Br0942_aikmacph-1	No	No	No	No
Br0942_aikmoiml-1	No	No	No	No
Br0942_aiknlcbd-1	No	No	No	No
Br0942_aikoocpb-1	No	No	No	No
Br0942_aikpbibe-1	No	No	No	No
Br0942_ailaimph-1	No	No	No	No
Br0942_ailannbl-1	No	No	No	No
Br0942_ailkamak-1	No	No	No	No
Br0942_ailngdle-1	No	No	No	No
Br0942_ailojnjh-1	No	No	No	No
Br0942_ailpebla-1	No	No	No	No
Br0942_aimdnocb-1	No	No	No	No
Br0942_aimepknl-1	No	No	No	No
Br0942_aimibjem-1	No	No	No	No
Br0942_aimjgifh-1	No	No	No	No
Br0942_aimlnopf-1	No	No	No	No
Br0942_aimmapdp-1	No	No	No	No
Br0942_aimmnmph-1	No	No	No	No
Br0942_aimnidmb-1	No	No	No	No
Br0942_aimnllia-1	No	No	No	No
Br0942_aingkmem-1	No	No	No	No
Br0942_ainimjhg-1	No	No	No	No
Br0942_ainiojll-1	No	No	No	No
Br0942_ainlmjoj-1	No	No	No	No
Br0942_ainmnfbj-1	No	No	No	No
Br0942_ainnaflb-1	No	No	No	No
Br0942_ainoiamp-1	No	No	No	No
Br0942_aiocaidp-1	No	No	No	No
Br0942_aiocgiia-1	No	No	No	No
Br0942_aioclbkn-1	No	No	No	No
Br0942_aiodgfob-1	No	No	No	No
Br0942_aiodkpfe-1	No	No	No	No
Br0942_aiofhhoh-1	No	No	No	No
Br0942_aioihmof-1	No	No	No	No
Br0942_aioldojc-1	No	No	No	No
Br0942_aioobfca-1	No	No	No	No
Br0942_aioofall-1	No	No	No	No
Br0942_aiopnejj-1	No	No	No	No
Br0942_aiphjdom-1	No	No	No	No
Br0942_aipjcnji-1	No	No	No	No
Br0942_aipmeone-1	No	No	No	No
Br0942_ajaedicb-1	No	No	No	No
Br0942_ajagenja-1	No	No	No	No
Br0942_ajaipgbh-1	No	No	No	No
Br0942_ajajlpgf-1	No	No	No	No
Br0942_ajaleejl-1	No	No	No	No
Br0942_ajaoaimm-1	No	No	No	No
Br0942_ajapojbk-1	No	No	No	No
Br0942_ajbagaom-1	No	No	No	No
Br0942_ajbahlmf-1	No	No	No	No
Br0942_ajbaiidi-1	No	No	No	No
Br0942_ajbdfnjm-1	No	No	No	No
Br0942_ajbgffmh-1	No	No	No	No
Br0942_ajbmodmo-1	No	No	No	No
Br0942_ajbpmbob-1	No	No	No	No
Br0942_ajcagicb-1	No	No	No	No
Br0942_ajcahcim-1	No	No	No	No
Br0942_ajccihlg-1	No	No	No	No
Br0942_ajchblcj-1	No	No	No	No
Br0942_ajcifkdd-1	No	No	No	No
Br0942_ajcjcbkd-1	No	No	No	No
Br0942_ajcmiigo-1	No	No	No	No
Br0942_ajcmphfh-1	No	No	No	No
Br0942_ajcngcmc-1	No	No	No	No
Br0942_ajcnjokb-1	No	No	No	No
Br0942_ajdbimgi-1	No	No	No	No
Br0942_ajdbkhhl-1	No	No	No	No
Br0942_ajdcjbpi-1	No	No	No	No
Br0942_ajddcadp-1	No	No	No	No
Br0942_ajdifckh-1	No	No	No	No
Br0942_ajdngibl-1	No	No	No	No
Br0942_ajeaknil-1	No	No	No	No
Br0942_ajecfihm-1	No	No	No	No
Br0942_ajeeoklc-1	No	No	No	No
Br0942_ajeghajn-1	No	No	No	No
Br0942_ajenmlmd-1	No	No	No	No
Br0942_ajfaelgn-1	No	No	No	No
Br0942_ajfaiehf-1	No	No	No	No
Br0942_ajfamjla-1	No	No	No	No
Br0942_ajfcaiol-1	No	No	No	No
Br0942_ajfelond-1	No	No	No	No
Br0942_ajfkbhhj-1	No	No	No	No
Br0942_ajfkgfcd-1	No	No	No	No
Br0942_ajflinig-1	No	No	No	No
Br0942_ajgaofdp-1	No	No	No	No
Br0942_ajgbfgki-1	No	No	No	No
Br0942_ajggmgfe-1	No	No	No	No
Br0942_ajghlakd-1	No	No	No	No
Br0942_ajgjhkce-1	No	No	No	No
Br0942_ajgminpj-1	No	No	No	No
Br0942_ajgohkid-1	No	No	No	No
Br0942_ajhbipag-1	No	No	No	No
Br0942_ajhcpfjd-1	No	No	No	No
Br0942_ajhejhoc-1	No	No	No	No
Br0942_ajhfpeih-1	No	No	No	No
Br0942_ajhjhani-1	No	No	No	No
Br0942_ajhjhnjm-1	No	No	No	No
Br0942_ajhkmjbe-1	No	No	No	No
Br0942_ajhmeeeo-1	No	No	No	No
Br0942_ajhmkebh-1	No	No	No	No
Br0942_ajhpfokm-1	No	No	No	No
Br0942_ajiaplai-1	No	No	No	No
Br0942_ajibfjgo-1	No	No	No	No
Br0942_ajigofcm-1	No	No	No	No
Br0942_ajjalfif-1	No	No	No	No
Br0942_ajjbldpk-1	No	No	No	No
Br0942_ajjchanb-1	No	No	No	No
Br0942_ajjckfnf-1	No	No	No	No
Br0942_ajjenfba-1	No	No	No	No
Br0942_ajjiecfd-1	No	No	No	No
Br0942_ajjienhn-1	No	No	No	No
Br0942_ajjlnejc-1	No	No	No	No
Br0942_ajjopied-1	No	No	No	No
Br0942_ajkcdkjn-1	No	No	No	No
Br0942_ajkdjamf-1	No	No	No	No
Br0942_ajkekabg-1	No	No	No	No
Br0942_ajkhhlgi-1	No	No	No	No
Br0942_ajkjdnba-1	No	No	No	No
Br0942_ajkmcdli-1	No	No	No	No
Br0942_ajkmeang-1	No	No	No	No
Br0942_ajkmodmm-1	No	No	No	No
Br0942_ajknclgi-1	No	No	No	No
Br0942_ajkndnlc-1	No	No	No	No
Br0942_ajkoeajf-1	No	No	No	No
Br0942_ajkogfcl-1	No	No	No	No
Br0942_ajkohpmg-1	No	No	No	No
Br0942_ajlalmpc-1	No	No	No	No
Br0942_ajlbajdb-1	No	No	No	No
Br0942_ajlbocki-1	No	No	No	No
Br0942_ajlfcfic-1	No	No	No	No
Br0942_ajljffdj-1	No	No	No	No
Br0942_ajljfknl-1	No	No	No	No
Br0942_ajljjaok-1	No	No	No	No
Br0942_ajlloojg-1	No	No	No	No
Br0942_ajlpjiic-1	No	No	No	No
Br0942_ajmbonpl-1	No	No	No	No
Br0942_ajmdicmh-1	No	No	No	No
Br0942_ajmfdaam-1	No	No	No	No
Br0942_ajmfjpdd-1	No	No	No	No
Br0942_ajminicc-1	No	No	No	No
Br0942_ajmjgdji-1	No	No	No	No
Br0942_ajmpakdd-1	No	No	No	No
Br0942_ajmpddnb-1	No	No	No	No
Br0942_ajmpignd-1	No	No	No	No
Br0942_ajnbbnfm-1	No	No	No	No
Br0942_ajncdboh-1	No	No	No	No
Br0942_ajncplkp-1	No	No	No	No
Br0942_ajneilcj-1	No	No	No	No
Br0942_ajnfnabf-1	No	No	No	No
Br0942_ajniimpg-1	No	No	No	No
Br0942_ajnjbllo-1	No	No	No	No
Br0942_ajnjemhn-1	No	No	No	No
Br0942_ajnmkpkb-1	No	No	No	No
Br0942_ajnmpolm-1	No	No	No	No
Br0942_ajnnfgfk-1	No	No	No	No
Br0942_ajnopfgp-1	No	No	No	No
Br0942_ajobofoa-1	No	No	No	No
Br0942_ajoganmf-1	No	No	No	No
Br0942_ajopclha-1	No	No	No	No
Br0942_ajopnkmc-1	No	No	No	No
Br0942_ajpbpgcf-1	No	No	No	No
Br0942_ajpdalgl-1	No	No	No	No
Br0942_ajpdihpk-1	No	No	No	No
Br0942_ajpeglpi-1	No	No	No	No
Br0942_ajpggllc-1	No	No	No	No
Br0942_ajphkldl-1	No	No	No	No
Br0942_ajplbbjn-1	No	No	No	No
Br0942_ajpmnlnn-1	No	No	No	No
Br0942_ajpnmpij-1	No	No	No	No
Br0942_ajpogjla-1	No	No	No	No
Br0942_akaappeb-1	No	No	No	No
Br0942_akakihkp-1	No	No	No	No
Br0942_akaollbe-1	No	No	No	No
Br0942_akbbmflo-1	No	No	No	No
Br0942_akbfcglm-1	No	No	No	No
Br0942_akbhdeca-1	No	No	No	No
Br0942_akcbaanf-1	No	No	No	No
Br0942_akcdgmgb-1	No	No	No	No
Br0942_akcgpggn-1	No	No	No	No
Br0942_akcjciba-1	No	No	No	No
Br0942_akcllgca-1	No	No	No	No
Br0942_akcmhlhb-1	No	No	No	No
Br0942_akcocich-1	No	No	No	No
Br0942_akcpgmlc-1	No	No	No	No
Br0942_akdajbcb-1	No	No	No	No
Br0942_akdblefg-1	No	No	No	No
Br0942_akddighm-1	No	No	No	No
Br0942_akdghila-1	No	No	No	No
Br0942_akdkhkna-1	No	No	No	No
Br0942_akdnijll-1	No	No	No	No
Br0942_akdohijo-1	No	No	No	No
Br0942_akdojhmi-1	No	No	No	No
Br0942_akegclhk-1	No	No	No	No
Br0942_akeiniaj-1	No	No	No	No
Br0942_akepbihi-1	No	No	No	No
Br0942_akfajlob-1	No	No	No	No
Br0942_akfbkakh-1	No	No	No	No
Br0942_akfcolho-1	No	No	No	No
Br0942_akfdjbbe-1	No	No	No	No
Br0942_akfiiknf-1	No	No	No	No
Br0942_akfjgldi-1	No	No	No	No
Br0942_akfjkmhe-1	No	No	No	No
Br0942_akfkkjom-1	No	No	No	No
Br0942_akflgdhb-1	No	No	No	No
Br0942_akflhngl-1	No	No	No	No
Br0942_akfmfocf-1	No	No	No	No
Br0942_akfnjpfp-1	No	No	No	No
Br0942_akfoopdj-1	No	No	No	No
Br0942_akfpiehl-1	No	No	No	No
Br0942_akgfienj-1	No	No	No	No
Br0942_akggjdoe-1	No	No	No	No
Br0942_akghmebh-1	No	No	No	No
Br0942_akgneimk-1	No	No	No	No
Br0942_akhbcaid-1	No	No	No	No
Br0942_akhchikk-1	No	No	No	No
Br0942_akhdhbbo-1	No	No	No	No
Br0942_akhdmbcl-1	No	No	No	No
Br0942_akheknen-1	No	No	No	No
Br0942_akheloje-1	No	No	No	No
Br0942_akhfegkg-1	No	No	No	No
Br0942_akhfkpna-1	No	No	No	No
Br0942_akhihhlo-1	No	No	No	No
Br0942_akhjidnn-1	No	No	No	No
Br0942_akhlbjpl-1	No	No	No	No
Br0942_akhljoml-1	No	No	No	No
Br0942_akholjgk-1	No	No	No	No
Br0942_akhpekno-1	No	No	No	No
Br0942_akhpffog-1	No	No	No	No
Br0942_akibmhfc-1	No	No	No	No
Br0942_akieofdd-1	No	No	No	No
Br0942_akifmfln-1	No	No	No	No
Br0942_akikjljd-1	No	No	No	No
Br0942_akilobil-1	No	No	No	No
Br0942_akjheppg-1	No	No	No	No
Br0942_akjicceg-1	No	No	No	No
Br0942_akjinkgf-1	No	No	No	No
Br0942_akkagkoa-1	No	No	No	No
Br0942_akkakekg-1	No	No	No	No
Br0942_akkbkafh-1	No	No	No	No
Br0942_akkckdjf-1	No	No	No	No
Br0942_akkenejc-1	No	No	No	No
Br0942_akkfaohi-1	No	No	No	No
Br0942_akkkleoh-1	No	No	No	No
Br0942_akklilki-1	No	No	No	No
Br0942_akkoceod-1	No	No	No	No
Br0942_aklbcadd-1	No	No	No	No
Br0942_aklebfdb-1	No	No	No	No
Br0942_aklkcpec-1	No	No	No	No
Br0942_aklnlkhd-1	No	No	No	No
Br0942_aklopnfe-1	No	No	No	No
Br0942_akmbnjak-1	No	No	No	No
Br0942_akmdholg-1	No	No	No	No
Br0942_akmejdjm-1	No	No	No	No
Br0942_akmgodhm-1	No	No	No	No
Br0942_akmpajol-1	No	No	No	No
Br0942_akncablb-1	No	No	No	No
Br0942_aknepeif-1	No	No	No	No
Br0942_akngbpnc-1	No	No	No	No
Br0942_aknleimj-1	No	No	No	No
Br0942_aknlgjco-1	No	No	No	No
Br0942_aknmkail-1	No	No	No	No
Br0942_aknmpkgi-1	No	No	No	No
Br0942_aknngojj-1	No	No	No	No
Br0942_aknpanpo-1	No	No	No	No
Br0942_aknpgldk-1	No	No	No	No
Br0942_akogmghj-1	No	No	No	No
Br0942_akokdnhb-1	No	No	No	No
Br0942_akoomppm-1	No	No	No	No
Br0942_akpbaabo-1	No	No	No	No
Br0942_akpbbclp-1	No	No	No	No
Br0942_akphibln-1	No	No	No	No
Br0942_akpijdld-1	No	No	No	No
Br0942_akplkjom-1	No	No	No	No
Br0942_akpmnfem-1	No	No	No	No
Br0942_akpnjeai-1	No	No	No	No
Br0942_akpofdjf-1	No	No	No	No
Br0942_aladehci-1	No	No	No	No
Br0942_alaejlgh-1	No	No	No	No
Br0942_alajdbpa-1	No	No	No	No
Br0942_alakjdad-1	No	No	No	No
Br0942_albalomm-1	No	No	No	No
Br0942_albdlogk-1	No	No	No	No
Br0942_albdomld-1	No	No	No	No
Br0942_albfkgof-1	No	No	No	No
Br0942_albhljnc-1	No	No	No	No
Br0942_albiiadd-1	No	No	No	No
Br0942_albinlnb-1	No	No	No	No
Br0942_alcgjndn-1	No	No	No	No
Br0942_alcgjpca-1	No	No	No	No
Br0942_alckjmpf-1	No	No	No	No
Br0942_alcllkbp-1	No	No	No	No
Br0942_alcpkdjc-1	No	No	No	No
Br0942_aldbefbg-1	No	No	No	No
Br0942_aldcinma-1	No	No	No	No
Br0942_aldcllea-1	No	No	No	No
Br0942_alddmjhc-1	No	No	No	No
Br0942_aldgobbl-1	No	No	No	No
Br0942_aldmmeep-1	No	No	No	No
Br0942_alebajoj-1	No	No	No	No
Br0942_aleiidmi-1	No	No	No	No
Br0942_aleijfni-1	No	No	No	No
Br0942_alejbhfe-1	No	No	No	No
Br0942_alenhocn-1	No	No	No	No
Br0942_aleopbjg-1	No	No	No	No
Br0942_alfbhojo-1	No	No	No	No
Br0942_alfdfmlc-1	No	No	No	No
Br0942_alffohlm-1	No	No	No	No
Br0942_alfglkjg-1	No	No	No	No
Br0942_alfjcbcc-1	No	No	No	No
Br0942_alflegnm-1	No	No	No	No
Br0942_alfpholm-1	No	No	No	No
Br0942_algfcofh-1	No	No	No	No
Br0942_alglicog-1	No	No	No	No
Br0942_algljhmo-1	No	No	No	No
Br0942_alhabmki-1	No	No	No	No
Br0942_alhagiid-1	No	No	No	No
Br0942_alhbbjpe-1	No	No	No	No
Br0942_alhcbcil-1	No	No	No	No
Br0942_alhcdigd-1	No	No	No	No
Br0942_alhdbgkb-1	No	No	No	No
Br0942_alhkdian-1	No	No	No	No
Br0942_alhkfogb-1	No	No	No	No
Br0942_alhlieom-1	No	No	No	No
