rn	LCloose	LCstrict	gained_or_altered_byNMseg_and_LCstrict	gained_or_altered_byNMseg_and_LCloose
Br1105_kehhdpjk-1	No	No	No	No
Br1105_kehmknad-1	No	No	No	No
Br1105_kehogcga-1	No	No	No	No
Br1105_kehpnebj-1	No	No	No	No
Br1105_keiaomfh-1	No	No	No	No
Br1105_keibmoji-1	No	No	No	No
Br1105_keijmoab-1	No	No	No	No
Br1105_keilglnp-1	No	No	No	No
Br1105_keimcglp-1	No	No	No	No
Br1105_keinmala-1	No	No	No	No
Br1105_keiojbpn-1	No	No	No	No
Br1105_kejdhfmj-1	No	No	No	No
Br1105_kejeakfj-1	No	No	No	No
Br1105_kejelkee-1	No	No	No	No
Br1105_kejgjohl-1	No	No	No	No
Br1105_kejjmaoa-1	No	No	No	No
Br1105_kejnaaka-1	No	No	No	No
Br1105_kejpijce-1	No	No	No	No
Br1105_kekcllec-1	No	No	No	No
Br1105_kekcodnb-1	No	No	No	No
Br1105_kekdbdpn-1	No	No	No	No
Br1105_kekgjgkn-1	No	No	No	No
Br1105_keknclcf-1	No	No	No	No
Br1105_keloleme-1	No	No	No	No
Br1105_kelpkphg-1	No	No	No	No
Br1105_kemblnoa-1	No	No	No	No
Br1105_kemechkp-1	No	No	No	No
Br1105_kemfbmob-1	No	No	No	No
Br1105_kemihnll-1	No	No	No	No
Br1105_kemkflih-1	No	No	No	No
Br1105_kemncjph-1	No	No	No	No
Br1105_kendlfog-1	No	No	No	No
Br1105_keneakih-1	No	No	No	No
Br1105_kenkjlai-1	No	No	No	No
Br1105_keoagmgm-1	No	No	No	No
Br1105_keoapdih-1	No	No	No	No
Br1105_keodblkb-1	No	No	No	No
Br1105_keofjbej-1	No	No	No	No
Br1105_keogmfdj-1	No	No	No	No
Br1105_keojdnoa-1	No	No	No	No
Br1105_keokliff-1	No	No	No	No
Br1105_keomaaco-1	No	No	No	No
Br1105_kepalcid-1	No	No	No	No
Br1105_kepheckf-1	No	No	No	No
Br1105_kepkbehg-1	No	No	No	No
Br1105_kepokbne-1	No	No	No	No
Br1105_kfabpihh-1	No	No	No	No
Br1105_kfahelon-1	No	No	No	No
Br1105_kfaimfeg-1	No	No	No	No
Br1105_kfalognj-1	No	No	No	No
Br1105_kfbcbplc-1	No	No	No	No
Br1105_kfbjcmha-1	No	No	No	No
Br1105_kfbkgpfe-1	No	No	No	No
Br1105_kfbmpklp-1	No	No	No	No
Br1105_kfbopclh-1	No	No	No	No
Br1105_kfcdpinp-1	LC	LC	No	No
Br1105_kfclojla-1	No	No	No	No
Br1105_kfcmkicj-1	No	No	No	No
Br1105_kfcnhbnk-1	No	No	No	No
Br1105_kfcodbhj-1	No	No	No	No
Br1105_kfdaeode-1	No	No	No	No
Br1105_kfdblgdd-1	No	No	No	No
Br1105_kfdcbgbn-1	No	No	No	No
Br1105_kfdgajcj-1	No	No	No	No
Br1105_kfdhkdec-1	No	No	No	No
Br1105_kfdhnjpe-1	No	No	No	No
Br1105_kfejipie-1	No	No	No	No
Br1105_kfejpkpp-1	LC	No	Yes	No
Br1105_kfeogeig-1	No	No	No	No
Br1105_kfffelhe-1	No	No	No	No
Br1105_kfflbkpl-1	No	No	No	No
Br1105_kfflhkhb-1	No	No	No	No
Br1105_kffmcddh-1	No	No	No	No
Br1105_kffmlgbh-1	No	No	No	No
Br1105_kffolcen-1	No	No	No	No
Br1105_kffpfohl-1	No	No	No	No
Br1105_kfgmghpm-1	No	No	No	No
Br1105_kfhfeeah-1	No	No	No	No
Br1105_kfhhlpnl-1	No	No	No	No
Br1105_kfhjekaf-1	No	No	No	No
Br1105_kfhpfpjp-1	No	No	No	No
Br1105_kfhpklhn-1	No	No	No	No
Br1105_kfifhfdh-1	No	No	No	No
Br1105_kfiinhgp-1	No	No	No	No
Br1105_kfjbaijd-1	No	No	No	No
Br1105_kfjbphli-1	No	No	No	No
Br1105_kfjeplob-1	LC	No	Yes	No
Br1105_kfjhddal-1	No	No	No	No
Br1105_kfjhoblf-1	No	No	No	No
Br1105_kfjikjba-1	LC	LC	Yes	No
Br1105_kfjipjdj-1	No	No	No	No
Br1105_kfjjaimj-1	No	No	No	No
Br1105_kfjkecmo-1	No	No	No	No
Br1105_kfjkhafm-1	No	No	No	No
Br1105_kfjmmlcl-1	LC	No	No	No
Br1105_kfjnngmd-1	No	No	No	No
Br1105_kfkbfgom-1	No	No	No	No
Br1105_kfkcbaeo-1	No	No	No	No
Br1105_kfkdjdel-1	No	No	No	No
Br1105_kfkeepob-1	No	No	No	No
Br1105_kfkjinmo-1	No	No	No	No
Br1105_kfkkimam-1	No	No	No	No
Br1105_kfkpikjo-1	No	No	No	No
Br1105_kflbeopk-1	LC	No	Yes	No
Br1105_kflbnfcb-1	No	No	No	No
Br1105_kflebfnf-1	LC	LC	Yes	No
Br1105_kfmcapje-1	No	No	No	No
Br1105_kfmdbmal-1	No	No	No	No
Br1105_kfmdohjd-1	No	No	No	No
Br1105_kfmgpahf-1	LC	No	No	No
Br1105_kfmklejl-1	No	No	No	No
Br1105_kfmljfml-1	No	No	No	No
Br1105_kfneggia-1	LC	No	Yes	No
Br1105_kfngidji-1	No	No	No	No
Br1105_kfngidjj-1	No	No	No	No
Br1105_kfniacnk-1	No	No	No	No
Br1105_kfnnegkh-1	No	No	No	No
Br1105_kfnokbfn-1	No	No	No	No
Br1105_kfnppepm-1	No	No	No	No
Br1105_kfobcfol-1	No	No	No	No
Br1105_kfofbihj-1	No	No	No	No
Br1105_kfoiodnn-1	No	No	No	No
Br1105_kfokamal-1	No	No	No	No
Br1105_kfomaghg-1	No	No	No	No
Br1105_kfoognke-1	No	No	No	No
Br1105_kfpcfmfp-1	No	No	No	No
Br1105_kfpdadcg-1	No	No	No	No
Br1105_kfpebgee-1	No	No	No	No
Br1105_kfpfglab-1	No	No	No	No
Br1105_kfphimfn-1	No	No	No	No
Br1105_kfpkkfan-1	No	No	No	No
Br1105_kgafkkhh-1	No	No	No	No
Br1105_kgaidhal-1	No	No	No	No
Br1105_kgaiibeh-1	No	No	No	No
Br1105_kganepcf-1	No	No	No	No
Br1105_kganingm-1	No	No	No	No
Br1105_kgaoklml-1	No	No	No	No
Br1105_kgaonbbf-1	No	No	No	No
Br1105_kgbcfkfl-1	No	No	No	No
Br1105_kgbcnopb-1	No	No	No	No
Br1105_kgbdmfam-1	No	No	No	No
Br1105_kgclibbp-1	No	No	No	No
Br1105_kgcoboeg-1	No	No	No	No
Br1105_kgcociid-1	No	No	No	No
Br1105_kgcpbbkj-1	No	No	No	No
Br1105_kgdbmkke-1	No	No	No	No
Br1105_kgdceeol-1	No	No	No	No
Br1105_kgdchjml-1	No	No	No	No
Br1105_kgddgpci-1	No	No	No	No
Br1105_kgdghfon-1	No	No	No	No
Br1105_kgdjacii-1	No	No	No	No
Br1105_kgecbdcp-1	No	No	No	No
Br1105_kgefcdeh-1	No	No	No	No
Br1105_kgfalpch-1	No	No	No	No
Br1105_kgfbncef-1	No	No	No	No
Br1105_kgfdbnkh-1	No	No	No	No
Br1105_kgfdmdfa-1	No	No	No	No
Br1105_kgfdncnc-1	No	No	No	No
Br1105_kgfefjcd-1	No	No	No	No
Br1105_kgfjhpdn-1	No	No	No	No
Br1105_kgfolped-1	No	No	No	No
Br1105_kggahaep-1	No	No	No	No
Br1105_kggegfio-1	No	No	No	No
Br1105_kgghgigh-1	No	No	No	No
Br1105_kgghjala-1	No	No	No	No
Br1105_kgghnmgn-1	No	No	No	No
Br1105_kggkjgbm-1	No	No	No	No
Br1105_kghakgfa-1	No	No	No	No
Br1105_kghekmpk-1	No	No	No	No
Br1105_kghhghcj-1	No	No	No	No
Br1105_kghnhfln-1	No	No	No	No
Br1105_kgiddgip-1	No	No	No	No
Br1105_kgidgddj-1	No	No	No	No
Br1105_kgifjgbi-1	No	No	No	No
Br1105_kgijjlod-1	No	No	No	No
Br1105_kgikkbjf-1	No	No	No	No
Br1105_kgilihmp-1	No	No	No	No
Br1105_kgilnfkn-1	No	No	No	No
Br1105_kgipjndf-1	No	No	No	No
Br1105_kgjfkdhm-1	No	No	No	No
Br1105_kgjigldd-1	LC	No	Yes	No
Br1105_kgjpbioe-1	LC	LC	Yes	No
Br1105_kgkfjbgg-1	LC	LC	Yes	No
Br1105_kgkfnfgg-1	LC	LC	No	No
Br1105_kglaggmh-1	No	No	No	No
Br1105_kgldffje-1	No	No	No	No
Br1105_kglfgohd-1	No	No	No	No
Br1105_kgllgoac-1	No	No	No	No
Br1105_kglnmolj-1	No	No	No	No
Br1105_kgmchhkh-1	No	No	No	No
Br1105_kgmdfhji-1	No	No	No	No
Br1105_kgmljcak-1	No	No	No	No
Br1105_kgmlkdci-1	No	No	No	No
Br1105_kgnidiaj-1	No	No	No	No
Br1105_kgnjepda-1	No	No	No	No
Br1105_kgofekkg-1	No	No	No	No
Br1105_kgojoilp-1	No	No	No	No
Br1105_kgokiihf-1	No	No	No	No
Br1105_kgolmnel-1	No	No	No	No
Br1105_kgompnck-1	No	No	No	No
Br1105_kgoociej-1	No	No	No	No
Br1105_kgoodima-1	No	No	No	No
Br1105_kgopdkaa-1	No	No	No	No
Br1105_kgpeffoa-1	No	No	No	No
Br1105_kgpeodbk-1	No	No	No	No
Br1105_kgpnkbal-1	No	No	No	No
Br1105_khabpjdp-1	No	No	No	No
Br1105_khanjoii-1	No	No	No	No
Br1105_khaocoam-1	No	No	No	No
Br1105_khbbanpg-1	No	No	No	No
Br1105_khbciied-1	No	No	No	No
Br1105_khbjeekj-1	No	No	No	No
Br1105_khblbbpi-1	No	No	No	No
Br1105_khboobjf-1	No	No	No	No
Br1105_khbpfcad-1	No	No	No	No
Br1105_khbpkhep-1	No	No	No	No
Br1105_khchahnf-1	No	No	No	No
Br1105_khcldlek-1	No	No	No	No
Br1105_khcljkoa-1	No	No	No	No
Br1105_khcmfnmk-1	LC	No	Yes	No
Br1105_khconpna-1	No	No	No	No
Br1105_khdgfcha-1	No	No	No	No
Br1105_khdkdonc-1	No	No	No	No
Br1105_khdpipfa-1	No	No	No	No
Br1105_khedeglm-1	No	No	No	No
Br1105_khedmekh-1	No	No	No	No
Br1105_khellhnp-1	No	No	No	No
Br1105_khfjdhbo-1	LC	LC	No	No
Br1105_khgaahbn-1	No	No	No	No
Br1105_khggggfo-1	No	No	No	No
Br1105_khghnkoc-1	No	No	No	No
Br1105_khhcleke-1	No	No	No	No
Br1105_khhfdmho-1	No	No	No	No
Br1105_khhnpocl-1	No	No	No	No
Br1105_khieicgn-1	No	No	No	No
Br1105_khijcbgg-1	No	No	No	No
Br1105_khiopcdc-1	No	No	No	No
Br1105_khjggdjo-1	No	No	No	No
Br1105_khjmmnjb-1	No	No	No	No
Br1105_khjnaphl-1	No	No	No	No
Br1105_khjnhkmg-1	No	No	No	No
Br1105_khjnpdpa-1	LC	LC	No	No
Br1105_khkbohab-1	No	No	No	No
Br1105_khkelbka-1	LC	No	No	No
Br1105_khkhdlfg-1	LC	No	No	No
Br1105_khkopckb-1	No	No	No	No
Br1105_khlbhelk-1	No	No	No	No
Br1105_khlfemjh-1	No	No	No	No
Br1105_khlfkfoi-1	No	No	No	No
Br1105_khlhepno-1	No	No	No	No
Br1105_khlhonff-1	No	No	No	No
Br1105_khlkgkfj-1	No	No	No	No
Br1105_khlknnpp-1	No	No	No	No
Br1105_khlplebo-1	LC	LC	Yes	No
Br1105_khmfpago-1	No	No	No	No
Br1105_khmhhbmb-1	LC	LC	Yes	No
Br1105_khmmplgf-1	LC	No	Yes	No
Br1105_khmpjaej-1	LC	LC	Yes	No
Br1105_khnabick-1	LC	No	No	No
Br1105_khnfhneo-1	LC	No	No	No
Br1105_khnpbojc-1	No	No	No	No
Br1105_khnpckpe-1	No	No	No	No
Br1105_khoaggkh-1	No	No	No	No
Br1105_khohemno-1	No	No	No	No
Br1105_khoiaeal-1	No	No	No	No
Br1105_khomjbbg-1	No	No	No	No
Br1105_khopikgo-1	No	No	No	No
Br1105_khpcoapg-1	LC	LC	Yes	No
Br1105_khpfnkle-1	LC	LC	Yes	No
Br1105_kiabheel-1	No	No	No	No
Br1105_kiajlmdo-1	No	No	No	No
Br1105_kiajngld-1	No	No	No	No
Br1105_kibeehad-1	No	No	No	No
Br1105_kibeiibo-1	No	No	No	No
Br1105_kibhghcn-1	No	No	No	No
Br1105_kibhmcnl-1	No	No	No	No
Br1105_kicfbljp-1	LC	LC	No	No
Br1105_kicfclmi-1	No	No	No	No
Br1105_kicpfbge-1	No	No	No	No
Br1105_kiddaegh-1	No	No	No	No
Br1105_kiddkgbk-1	No	No	No	No
Br1105_kidkpbdo-1	No	No	No	No
Br1105_kidnabok-1	No	No	No	No
Br1105_kidnagne-1	No	No	No	No
Br1105_kidokola-1	No	No	No	No
Br1105_kidooleo-1	No	No	No	No
Br1105_kieecadk-1	No	No	No	No
Br1105_kieeckdc-1	No	No	No	No
Br1105_kieghhnn-1	No	No	No	No
Br1105_kiegnlfm-1	No	No	No	No
Br1105_kielljkb-1	No	No	No	No
Br1105_kienlfoo-1	LC	No	Yes	No
Br1105_kifiaecd-1	No	No	No	No
Br1105_kifiljpj-1	No	No	No	No
Br1105_kigambid-1	No	No	No	No
Br1105_kigfjbip-1	No	No	No	No
Br1105_kigikkfm-1	No	No	No	No
Br1105_kihdgemf-1	LC	No	No	No
Br1105_kihhegjj-1	LC	No	No	No
Br1105_kihnghba-1	No	No	No	No
Br1105_kiigiegj-1	No	No	No	No
Br1105_kiihfjed-1	No	No	No	No
Br1105_kiihlbmg-1	LC	No	No	No
Br1105_kiipjeob-1	No	No	No	No
Br1105_kijacfll-1	No	No	No	No
Br1105_kijpppkl-1	No	No	No	No
Br1105_kikabblj-1	No	No	No	No
Br1105_kikfpjka-1	No	No	No	No
Br1105_kikhfpfb-1	LC	No	No	No
Br1105_kikibljf-1	No	No	No	No
Br1105_kikoekla-1	No	No	No	No
Br1105_kilcjema-1	No	No	No	No
Br1105_kilmicmo-1	No	No	No	No
Br1105_kilmjhnh-1	No	No	No	No
Br1105_kilpgbeb-1	No	No	No	No
Br1105_kimjongi-1	No	No	No	No
Br1105_kimlfaab-1	No	No	No	No
Br1105_kinjfkdc-1	No	No	No	No
Br1105_kinmehdp-1	No	No	No	No
Br1105_kinmfohd-1	No	No	No	No
Br1105_kinnlnga-1	No	No	No	No
Br1105_kiogkkei-1	No	No	No	No
Br1105_kiombopd-1	No	No	No	No
Br1105_kiompckm-1	No	No	No	No
Br1105_kiopdhde-1	No	No	No	No
Br1105_kipbjeen-1	No	No	No	No
Br1105_kipbkblo-1	No	No	No	No
Br1105_kipbppld-1	No	No	No	No
Br1105_kipddlof-1	No	No	No	No
Br1105_kipffhnj-1	No	No	No	No
Br1105_kiplockp-1	No	No	No	No
Br1105_kipngecm-1	No	No	No	No
Br1105_kjabfagl-1	No	No	No	No
Br1105_kjahhoke-1	No	No	No	No
Br1105_kjaijolb-1	No	No	No	No
Br1105_kjakodfe-1	No	No	No	No
Br1105_kjaofmke-1	No	No	No	No
Br1105_kjapfbme-1	No	No	No	No
Br1105_kjbalhhj-1	No	No	No	No
Br1105_kjbbbjcm-1	No	No	No	No
Br1105_kjbdddld-1	No	No	No	No
Br1105_kjbjaiba-1	No	No	No	No
Br1105_kjbkeppp-1	No	No	No	No
Br1105_kjbocgmk-1	No	No	No	No
Br1105_kjccjhhh-1	No	No	No	No
Br1105_kjcdkocm-1	No	No	No	No
Br1105_kjchbapb-1	No	No	No	No
Br1105_kjcjmecp-1	No	No	No	No
Br1105_kjclpbaf-1	No	No	No	No
Br1105_kjcngnee-1	No	No	No	No
Br1105_kjcnlhpk-1	No	No	No	No
Br1105_kjcodgfd-1	No	No	No	No
Br1105_kjdhhgid-1	No	No	No	No
Br1105_kjdinpmd-1	No	No	No	No
Br1105_kjdjalio-1	No	No	No	No
Br1105_kjeffpdo-1	No	No	No	No
Br1105_kjegnppd-1	No	No	No	No
Br1105_kjellkea-1	No	No	No	No
Br1105_kjffogoh-1	No	No	No	No
Br1105_kjfooikf-1	No	No	No	No
Br1105_kjfpohca-1	No	No	No	No
Br1105_kjgbdimi-1	No	No	No	No
Br1105_kjgbejkh-1	No	No	No	No
Br1105_kjgceego-1	No	No	No	No
Br1105_kjgfemfd-1	No	No	No	No
Br1105_kjgikemo-1	No	No	No	No
Br1105_kjgopjbp-1	No	No	No	No
Br1105_kjgpndhe-1	No	No	No	No
Br1105_kjhhcaag-1	No	No	No	No
Br1105_kjhhnpac-1	No	No	No	No
Br1105_kjialcge-1	No	No	No	No
Br1105_kjibljpn-1	No	No	No	No
Br1105_kjidplap-1	No	No	No	No
Br1105_kjigkmln-1	No	No	No	No
Br1105_kjimdgpn-1	No	No	No	No
Br1105_kjimkkfm-1	No	No	No	No
Br1105_kjipbgjj-1	No	No	No	No
Br1105_kjjcgibe-1	No	No	No	No
Br1105_kjjdomjb-1	No	No	No	No
Br1105_kjjfgnai-1	No	No	No	No
Br1105_kjjlgjig-1	No	No	No	No
Br1105_kjjpbgbc-1	No	No	No	No
Br1105_kjjplmbi-1	No	No	No	No
Br1105_kjkfhlfp-1	No	No	No	No
Br1105_kjlchoeb-1	No	No	No	No
Br1105_kjlgdjli-1	No	No	No	No
Br1105_kjllbhgl-1	No	No	No	No
Br1105_kjmiebfe-1	No	No	No	No
Br1105_kjmjhpdl-1	No	No	No	No
Br1105_kjncnahf-1	No	No	No	No
Br1105_kjnddbbf-1	No	No	No	No
Br1105_kjninepc-1	No	No	No	No
Br1105_kjnkjdma-1	No	No	No	No
Br1105_kjnmdieg-1	No	No	No	No
Br1105_kjnonnhh-1	No	No	No	No
Br1105_kjojekcg-1	No	No	No	No
Br1105_kjpfghmg-1	No	No	No	No
Br1105_kjphhhcm-1	No	No	No	No
Br1105_kjpidlbg-1	No	No	No	No
Br1105_kjpnmljo-1	No	No	No	No
Br1105_kjpopmnf-1	No	No	No	No
Br1105_kjppakkl-1	No	No	No	No
Br1105_kkackfah-1	No	No	No	No
Br1105_kkadgnke-1	No	No	No	No
Br1105_kkagcoao-1	No	No	No	No
Br1105_kkbmbboo-1	No	No	No	No
Br1105_kkbmpmgb-1	No	No	No	No
Br1105_kkbpeonh-1	No	No	No	No
Br1105_kkcdlkck-1	No	No	No	No
Br1105_kkcjajbc-1	No	No	No	No
Br1105_kkclgmae-1	No	No	No	No
Br1105_kkcphojn-1	No	No	No	No
Br1105_kkdcgpmp-1	No	No	No	No
Br1105_kkdchfck-1	No	No	No	No
Br1105_kkdkgncd-1	No	No	No	No
Br1105_kkdlggnj-1	No	No	No	No
Br1105_kkdljmlo-1	No	No	No	No
Br1105_kkelgope-1	No	No	No	No
Br1105_kkelkdda-1	No	No	No	No
Br1105_kkellccm-1	No	No	No	No
Br1105_kkemklcg-1	No	No	No	No
Br1105_kkeohbab-1	No	No	No	No
Br1105_kkepbgci-1	No	No	No	No
Br1105_kkfhfcan-1	No	No	No	No
Br1105_kkfhpjnn-1	No	No	No	No
Br1105_kkfjajdl-1	No	No	No	No
Br1105_kkfjiaag-1	No	No	No	No
Br1105_kkfjjkmm-1	No	No	No	No
Br1105_kkfkjldb-1	No	No	No	No
Br1105_kkfoggdi-1	No	No	No	No
Br1105_kkgbjmmm-1	No	No	No	No
Br1105_kkgnjbml-1	No	No	No	No
Br1105_kkgogjam-1	No	No	No	No
Br1105_kkgpidnh-1	No	No	No	No
Br1105_kkiamnah-1	No	No	No	No
Br1105_kkiaphnc-1	No	No	No	No
Br1105_kkigldko-1	No	No	No	No
Br1105_kkikjjkn-1	No	No	No	No
Br1105_kkjbkanl-1	No	No	No	No
Br1105_kkjhfoab-1	No	No	No	No
Br1105_kkjpfiip-1	No	No	No	No
Br1105_kkjppgaf-1	No	No	No	No
Br1105_kkkefdhg-1	No	No	No	No
Br1105_kkkgdnea-1	No	No	No	No
Br1105_kkkgfdno-1	No	No	No	No
Br1105_kkkkppgk-1	No	No	No	No
Br1105_kkkmepim-1	No	No	No	No
Br1105_kklbfnnd-1	No	No	No	No
Br1105_kklfoaan-1	No	No	No	No
Br1105_kklopehi-1	No	No	No	No
Br1105_kklpjdag-1	No	No	No	No
Br1105_kkmiblkn-1	No	No	No	No
Br1105_kknakioc-1	No	No	No	No
Br1105_kkncohli-1	No	No	No	No
Br1105_kknpkahd-1	No	No	No	No
Br1105_kkoebldl-1	No	No	No	No
Br1105_kkoflplg-1	No	No	No	No
Br1105_kkohgbfa-1	No	No	No	No
Br1105_kkohjjac-1	No	No	No	No
Br1105_kkohppak-1	No	No	No	No
Br1105_kkoijnca-1	No	No	No	No
Br1105_kkojddbd-1	No	No	No	No
Br1105_kkomihji-1	No	No	No	No
Br1105_kkoofchj-1	No	No	No	No
Br1105_kkpcdlba-1	No	No	No	No
Br1105_kkpddpnh-1	No	No	No	No
Br1105_kkpjaekb-1	No	No	No	No
Br1105_kkpkagbp-1	No	No	No	No
Br1105_kkpmmajg-1	No	No	No	No
Br1105_kkpmnhpp-1	No	No	No	No
Br1105_klablmdm-1	No	No	No	No
Br1105_klaekblj-1	No	No	No	No
Br1105_klajkbnc-1	No	No	No	No
Br1105_klaoainn-1	No	No	No	No
Br1105_klbdpfii-1	No	No	No	No
Br1105_klbeebpk-1	No	No	No	No
Br1105_klbgcmmf-1	No	No	No	No
Br1105_klbjmmfj-1	No	No	No	No
Br1105_klblnclg-1	No	No	No	No
Br1105_klbmhclm-1	No	No	No	No
Br1105_klcbnacg-1	No	No	No	No
Br1105_klcbniil-1	No	No	No	No
Br1105_klcifjma-1	No	No	No	No
Br1105_klcnpphf-1	No	No	No	No
Br1105_kldfadfl-1	No	No	No	No
Br1105_kldkcmje-1	No	No	No	No
Br1105_kldppmdg-1	No	No	No	No
Br1105_kledchlg-1	No	No	No	No
Br1105_klfchmii-1	No	No	No	No
Br1105_klfdlehk-1	No	No	No	No
Br1105_klfggkpn-1	No	No	No	No
Br1105_klfmgnpg-1	No	No	No	No
Br1105_klfnfhkf-1	LC	No	No	No
Br1105_klfomiee-1	No	No	No	No
Br1105_klfphehe-1	No	No	No	No
Br1105_klfpnpje-1	No	No	No	No
Br1105_klggfpnm-1	No	No	No	No
Br1105_klghkikj-1	No	No	No	No
Br1105_klgipiea-1	No	No	No	No
Br1105_klgkelnj-1	No	No	No	No
Br1105_klgkicpg-1	No	No	No	No
Br1105_klgmhedh-1	No	No	No	No
Br1105_klgnnbmn-1	No	No	No	No
Br1105_klhabpej-1	No	No	No	No
Br1105_klhbebfl-1	No	No	No	No
Br1105_klhgcegn-1	No	No	No	No
Br1105_klhjiggl-1	No	No	No	No
Br1105_klhjpldg-1	No	No	No	No
Br1105_klidkice-1	No	No	No	No
Br1105_klieblgb-1	No	No	No	No
Br1105_klijmegg-1	No	No	No	No
Br1105_klillnja-1	No	No	No	No
Br1105_kljdkhfb-1	No	No	No	No
Br1105_kljgekeh-1	No	No	No	No
Br1105_kljieonc-1	No	No	No	No
Br1105_klkdhnhc-1	No	No	No	No
Br1105_klklobhn-1	No	No	No	No
Br1105_kllbidom-1	No	No	No	No
Br1105_klmamfam-1	No	No	No	No
Br1105_klmbhalf-1	No	No	No	No
Br1105_klmfaffo-1	No	No	No	No
Br1105_klmfbena-1	No	No	No	No
Br1105_klmfifmj-1	No	No	No	No
Br1105_klmpjell-1	No	No	No	No
Br1105_klnbjojl-1	No	No	No	No
Br1105_klncnpnl-1	No	No	No	No
Br1105_klnkiggh-1	No	No	No	No
Br1105_klnmjjaj-1	No	No	No	No
Br1105_klnnekcf-1	No	No	No	No
Br1105_klnpkpbm-1	No	No	No	No
Br1105_kloddnof-1	No	No	No	No
Br1105_klohimkf-1	No	No	No	No
Br1105_kloicfdf-1	LC	No	No	No
Br1105_kloppmed-1	No	No	No	No
Br1105_klpclddm-1	No	No	No	No
Br1105_klpgfake-1	No	No	No	No
Br1105_klpndhea-1	No	No	No	No
Br1105_kmabbkja-1	No	No	No	No
Br1105_kmabgcha-1	No	No	No	No
Br1105_kmafhpac-1	No	No	No	No
Br1105_kmagdmei-1	No	No	No	No
Br1105_kmaklgjh-1	No	No	No	No
Br1105_kmaldjki-1	No	No	No	No
Br1105_kmbeifep-1	No	No	No	No
Br1105_kmbfcjli-1	No	No	No	No
Br1105_kmbfmckl-1	No	No	No	No
Br1105_kmbgffnh-1	No	No	No	No
Br1105_kmbihndc-1	No	No	No	No
Br1105_kmbngcga-1	No	No	No	No
Br1105_kmcbffeh-1	No	No	No	No
Br1105_kmcdholo-1	No	No	No	No
Br1105_kmcjmpid-1	No	No	No	No
Br1105_kmcpoenl-1	No	No	No	No
Br1105_kmdhblfe-1	No	No	No	No
Br1105_kmdllfam-1	No	No	No	No
Br1105_kmdnegng-1	No	No	No	No
Br1105_kmdpblkn-1	No	No	No	No
Br1105_kmeddjjj-1	No	No	No	No
Br1105_kmeeiodg-1	No	No	No	No
Br1105_kmegohnd-1	No	No	No	No
Br1105_kmejjoba-1	No	No	No	No
Br1105_kmekcipa-1	No	No	No	No
Br1105_kmekgjci-1	No	No	No	No
Br1105_kmencbmg-1	No	No	No	No
Br1105_kmfcieil-1	No	No	No	No
Br1105_kmfdpapp-1	No	No	No	No
Br1105_kmfepfcp-1	No	No	No	No
Br1105_kmfgknop-1	No	No	No	No
Br1105_kmgbdjid-1	No	No	No	No
Br1105_kmgfgkbg-1	No	No	No	No
Br1105_kmgjblfg-1	No	No	No	No
Br1105_kmgocmln-1	No	No	No	No
Br1105_kmhbgbjc-1	No	No	No	No
Br1105_kmhdjnkp-1	No	No	No	No
Br1105_kmhhnook-1	No	No	No	No
Br1105_kmhlffbe-1	No	No	No	No
Br1105_kmhmhibo-1	No	No	No	No
Br1105_kmicicma-1	No	No	No	No
Br1105_kmifkfcl-1	No	No	No	No
Br1105_kmiijocn-1	No	No	No	No
Br1105_kmikmlhe-1	No	No	No	No
Br1105_kmiljldb-1	No	No	No	No
Br1105_kmipifdg-1	No	No	No	No
Br1105_kmjfkmoe-1	No	No	No	No
Br1105_kmjkkljd-1	No	No	No	No
Br1105_kmjpeonn-1	No	No	No	No
Br1105_kmjpfegk-1	No	No	No	No
Br1105_kmkdggmm-1	No	No	No	No
Br1105_kmkfeapl-1	No	No	No	No
Br1105_kmkmahme-1	No	No	No	No
Br1105_kmlcoiab-1	No	No	No	No
Br1105_kmlmeiif-1	No	No	No	No
Br1105_kmlpmgii-1	No	No	No	No
Br1105_kmmaeabn-1	No	No	No	No
Br1105_kmmccmfp-1	No	No	No	No
Br1105_kmmedpeb-1	No	No	No	No
Br1105_kmmkkmmj-1	No	No	No	No
Br1105_kmmlechf-1	No	No	No	No
Br1105_kmmlglpg-1	LC	No	No	No
Br1105_kmnimgie-1	No	No	No	No
Br1105_kmnleein-1	No	No	No	No
Br1105_kmnokacg-1	No	No	No	No
Br1105_kmnolkni-1	No	No	No	No
Br1105_kmnplnpj-1	No	No	No	No
Br1105_kmoaldaf-1	No	No	No	No
Br1105_kmocgloh-1	No	No	No	No
Br1105_kmoelhji-1	No	No	No	No
Br1105_kmoemijg-1	No	No	No	No
Br1105_kmolfbjk-1	No	No	No	No
Br1105_kmpcdjkb-1	No	No	No	No
Br1105_kmphidgi-1	No	No	No	No
Br1105_kmpmiild-1	LC	LC	Yes	No
Br1105_kmpnojnh-1	LC	No	No	No
Br1105_knagdeep-1	LC	No	No	No
Br1105_knaglphn-1	No	No	No	No
Br1105_knahpefa-1	No	No	No	No
Br1105_knaolfbi-1	LC	No	No	No
Br1105_knbbdaib-1	No	No	No	No
Br1105_knbehaea-1	No	No	No	No
Br1105_knbekgia-1	LC	No	No	No
Br1105_knbmpjfm-1	No	No	No	No
Br1105_knbnehdo-1	LC	No	Yes	No
Br1105_knbobflm-1	No	No	No	No
Br1105_knbpdhjl-1	No	No	No	No
