rn	LCloose	LCstrict	gained_or_altered_byNMseg_and_LCstrict	gained_or_altered_byNMseg_and_LCloose
Br5415_klpflgok-1	No	No	No	No
Br5415_klphkcle-1	No	No	No	No
Br5415_klpjgola-1	No	No	No	No
Br5415_klpjhkmj-1	No	No	No	No
Br5415_klpkhbpg-1	No	No	No	No
Br5415_klplhdnf-1	No	No	No	No
Br5415_klpmndkg-1	No	No	No	No
Br5415_kmaaodde-1	No	No	No	No
Br5415_kmaconae-1	No	No	No	No
Br5415_kmafifdb-1	No	No	No	No
Br5415_kmagjlco-1	No	No	No	No
Br5415_kmajalcf-1	No	No	No	No
Br5415_kmanledm-1	No	No	No	No
Br5415_kmapckei-1	No	No	No	No
Br5415_kmbckbbp-1	No	No	No	No
Br5415_kmbdjmeo-1	No	No	No	No
Br5415_kmbgicaa-1	No	No	No	No
Br5415_kmbgplpc-1	No	No	No	No
Br5415_kmbhpabn-1	No	No	No	No
Br5415_kmbkceek-1	No	No	No	No
Br5415_kmbmjhdn-1	No	No	No	No
Br5415_kmbnjfnl-1	No	No	No	No
Br5415_kmbpbnhm-1	No	No	No	No
Br5415_kmcnadoo-1	No	No	No	No
Br5415_kmdejkic-1	No	No	No	No
Br5415_kmdgbjjj-1	No	No	No	No
Br5415_kmdhcbma-1	No	No	No	No
Br5415_kmdilnkb-1	No	No	No	No
Br5415_kmdocoga-1	No	No	No	No
Br5415_kmeacnic-1	No	No	No	No
Br5415_kmedghkp-1	No	No	No	No
Br5415_kmegphfo-1	No	No	No	No
Br5415_kmehpfea-1	No	No	No	No
Br5415_kmeidoid-1	No	No	No	No
Br5415_kmejkjha-1	No	No	No	No
Br5415_kmejomcg-1	No	No	No	No
Br5415_kmeljjjd-1	No	No	No	No
Br5415_kmeplido-1	No	No	No	No
Br5415_kmfehljc-1	No	No	No	No
Br5415_kmfglnpd-1	No	No	No	No
Br5415_kmfkdmcg-1	No	No	No	No
Br5415_kmgcninc-1	No	No	No	No
Br5415_kmgmffne-1	No	No	No	No
Br5415_kmhcgnoa-1	LC	No	No	No
Br5415_kmhfchad-1	LC	No	No	No
Br5415_kmhhmadn-1	No	No	No	No
Br5415_kmhnddhf-1	No	No	No	No
Br5415_kmibincn-1	No	No	No	No
Br5415_kmiblppd-1	No	No	No	No
Br5415_kmidjbop-1	No	No	No	No
Br5415_kmifbchf-1	No	No	No	No
Br5415_kmikhnag-1	No	No	No	No
Br5415_kmipalgj-1	No	No	No	No
Br5415_kmiplhac-1	No	No	No	No
Br5415_kmjbofgf-1	No	No	No	No
Br5415_kmjeagnm-1	No	No	No	No
Br5415_kmjfgbik-1	LC	No	No	No
Br5415_kmjgpknp-1	No	No	No	No
Br5415_kmjipmfo-1	No	No	No	No
Br5415_kmkabdao-1	No	No	No	No
Br5415_kmkcfajb-1	No	No	No	No
Br5415_kmkefbdg-1	No	No	No	No
Br5415_kmkfceci-1	No	No	No	No
Br5415_kmkhlkkd-1	No	No	No	No
Br5415_kmkjidpp-1	No	No	No	No
Br5415_kmkkbedd-1	No	No	No	No
Br5415_kmkpfbgo-1	No	No	No	No
Br5415_kmkphmjl-1	No	No	No	No
Br5415_kmlcakin-1	No	No	No	No
Br5415_kmlcfenm-1	No	No	No	No
Br5415_kmlciplo-1	No	No	No	No
Br5415_kmlcoaib-1	No	No	No	No
Br5415_kmliecai-1	No	No	No	No
Br5415_kmljakbp-1	No	No	No	No
Br5415_kmlkglfi-1	No	No	No	No
Br5415_kmlmfnfg-1	No	No	No	No
Br5415_kmmcljnk-1	No	No	No	No
Br5415_kmmdbhbb-1	No	No	No	No
Br5415_kmmhdocc-1	No	No	No	No
Br5415_kmmilmoo-1	No	No	No	No
Br5415_kmmingkj-1	No	No	No	No
Br5415_kmmnhbbc-1	No	No	No	No
Br5415_kmmppmde-1	No	No	No	No
Br5415_kmndoonj-1	No	No	No	No
Br5415_kmnhoihe-1	No	No	No	No
Br5415_kmniiddb-1	No	No	No	No
Br5415_kmnkdada-1	No	No	No	No
Br5415_kmnmebli-1	No	No	No	No
Br5415_kmoagopb-1	No	No	No	No
Br5415_kmobhinn-1	No	No	No	No
Br5415_kmobkcjk-1	No	No	No	No
Br5415_kmocdjoh-1	No	No	No	No
Br5415_kmogdeia-1	No	No	No	No
Br5415_kmomihek-1	No	No	No	No
Br5415_kmopgpgf-1	No	No	No	No
Br5415_kmopnffm-1	No	No	No	No
Br5415_kmoppkje-1	No	No	No	No
Br5415_kmpapjin-1	No	No	No	No
Br5415_kmpdmego-1	No	No	No	No
Br5415_kmphacce-1	No	No	No	No
Br5415_kmphajma-1	No	No	No	No
Br5415_kmpnmkag-1	No	No	No	No
Br5415_kmppiclb-1	No	No	No	No
Br5415_knaaaibe-1	No	No	No	No
Br5415_knafpilp-1	No	No	No	No
Br5415_knalbfcg-1	No	No	No	No
Br5415_knbfkglh-1	No	No	No	No
Br5415_knbkehdl-1	No	No	No	No
Br5415_knbmdpfk-1	No	No	No	No
Br5415_knbmpebo-1	No	No	No	No
Br5415_knboimci-1	No	No	No	No
Br5415_knbpdepc-1	No	No	No	No
Br5415_kncboape-1	No	No	No	No
Br5415_kncddgcg-1	No	No	No	No
Br5415_kncdjdjp-1	No	No	No	No
Br5415_kncdnfgp-1	No	No	No	No
Br5415_kncinhmf-1	No	No	No	No
Br5415_kncjollg-1	No	No	No	No
Br5415_kncklkpm-1	No	No	No	No
Br5415_kncllpfi-1	No	No	No	No
Br5415_kncnhcbn-1	No	No	No	No
Br5415_kncpbool-1	No	No	No	No
Br5415_kndgagmo-1	No	No	No	No
Br5415_kndheadd-1	No	No	No	No
Br5415_kndjiglm-1	No	No	No	No
Br5415_kndkgokc-1	No	No	No	No
Br5415_kndleepa-1	No	No	No	No
Br5415_kndneljj-1	No	No	No	No
Br5415_kndpllaf-1	No	No	No	No
Br5415_kneagdgo-1	No	No	No	No
Br5415_knebngdi-1	No	No	No	No
Br5415_knebpkag-1	No	No	No	No
Br5415_knecefdc-1	No	No	No	No
Br5415_knefgnof-1	No	No	No	No
Br5415_kneibgkj-1	No	No	No	No
Br5415_knekkibd-1	No	No	No	No
Br5415_kneoghbg-1	No	No	No	No
Br5415_knfdlfpj-1	No	No	No	No
Br5415_knfebija-1	No	No	No	No
Br5415_knfekiid-1	No	No	No	No
Br5415_knfemjgp-1	No	No	No	No
Br5415_knffbmaa-1	No	No	No	No
Br5415_knfjfgej-1	No	No	No	No
Br5415_knflckbn-1	No	No	No	No
Br5415_knfmgmga-1	No	No	No	No
Br5415_kngccmbp-1	No	No	No	No
Br5415_knggcmgf-1	No	No	No	No
Br5415_knggdgjd-1	No	No	No	No
Br5415_knghgiln-1	No	No	No	No
Br5415_knghgonk-1	No	No	No	No
Br5415_kngimffk-1	No	No	No	No
Br5415_kngimign-1	No	No	No	No
Br5415_kngkpknc-1	No	No	No	No
Br5415_kngmemhd-1	No	No	No	No
Br5415_kngmiped-1	No	No	No	No
Br5415_kngngphn-1	No	No	No	No
Br5415_knhekcpe-1	No	No	No	No
Br5415_knhfieho-1	No	No	No	No
Br5415_knhhkbia-1	No	No	No	No
Br5415_knhiedhm-1	No	No	No	No
Br5415_knhkpcjf-1	No	No	No	No
Br5415_knhleeok-1	No	No	No	No
Br5415_knhnkapk-1	No	No	No	No
Br5415_knhohhbp-1	No	No	No	No
Br5415_knidmnah-1	No	No	No	No
Br5415_knienchi-1	No	No	No	No
Br5415_kniicnib-1	No	No	No	No
Br5415_kninccja-1	No	No	No	No
Br5415_knjajbje-1	No	No	No	No
Br5415_knjbcjkn-1	No	No	No	No
Br5415_knjbjhpg-1	No	No	No	No
Br5415_knjdfecn-1	No	No	No	No
Br5415_knjeppip-1	No	No	No	No
Br5415_knjfoahc-1	No	No	No	No
Br5415_knjgemhj-1	No	No	No	No
Br5415_knjkkofl-1	No	No	No	No
Br5415_knjlfapf-1	No	No	No	No
Br5415_knjlggfd-1	No	No	No	No
Br5415_knkboemk-1	No	No	No	No
Br5415_knkdnihj-1	No	No	No	No
Br5415_knkepjho-1	No	No	No	No
Br5415_knkfponf-1	No	No	No	No
Br5415_knkhlgfl-1	No	No	No	No
Br5415_knkjiijo-1	No	No	No	No
Br5415_knkmhmfh-1	No	No	No	No
Br5415_knknhape-1	No	No	No	No
Br5415_knkooggh-1	LC	No	No	No
Br5415_knkopbmk-1	No	No	No	No
Br5415_knllhace-1	No	No	No	No
Br5415_knmdlain-1	No	No	No	No
Br5415_knmhljbh-1	No	No	No	No
Br5415_knmlbpmk-1	No	No	No	No
Br5415_knmlckfd-1	No	No	No	No
Br5415_knmlkphi-1	No	No	No	No
Br5415_knmnjkkb-1	No	No	No	No
Br5415_knnafmpn-1	No	No	No	No
Br5415_knnbjefh-1	No	No	No	No
Br5415_knnegdci-1	No	No	No	No
Br5415_knnhogbm-1	No	No	No	No
Br5415_knnioeji-1	No	No	No	No
Br5415_knnmcjij-1	No	No	No	No
Br5415_knoabmhd-1	No	No	No	No
Br5415_knoapmik-1	No	No	No	No
Br5415_knofbnmm-1	No	No	No	No
Br5415_knoheplj-1	No	No	No	No
Br5415_knoilnmh-1	No	No	No	No
Br5415_knomipcg-1	No	No	No	No
Br5415_knpbcjbe-1	No	No	No	No
Br5415_knpjhmfe-1	No	No	No	No
Br5415_knpkmpee-1	No	No	No	No
Br5415_knpldpoi-1	No	No	No	No
Br5415_koacjjio-1	No	No	No	No
Br5415_koaljmfh-1	No	No	No	No
Br5415_koaphhee-1	No	No	No	No
Br5415_kobaaibe-1	No	No	No	No
Br5415_kobcdgbg-1	No	No	No	No
Br5415_kobcdkea-1	No	No	No	No
Br5415_kobcmcec-1	No	No	No	No
Br5415_kobcpkko-1	No	No	No	No
Br5415_kobhgjgm-1	No	No	No	No
Br5415_kobkgcpp-1	No	No	No	No
Br5415_kobllpfp-1	No	No	No	No
Br5415_kocblngh-1	No	No	No	No
Br5415_koccffdb-1	No	No	No	No
Br5415_kocmnink-1	No	No	No	No
Br5415_kocoafeh-1	No	No	No	No
Br5415_kocpffaf-1	No	No	No	No
Br5415_kodbjgfi-1	No	No	No	No
Br5415_koddlhed-1	No	No	No	No
Br5415_kodfehjg-1	No	No	No	No
Br5415_kodhokae-1	No	No	No	No
Br5415_kodipjbi-1	No	No	No	No
Br5415_kodlphec-1	No	No	No	No
Br5415_kodmcolb-1	No	No	No	No
Br5415_kodnpcbf-1	No	No	No	No
Br5415_koebejkc-1	No	No	No	No
Br5415_koecjhoe-1	No	No	No	No
Br5415_koedhfmi-1	No	No	No	No
Br5415_koeginne-1	No	No	No	No
Br5415_koehbomi-1	No	No	No	No
Br5415_koeniial-1	No	No	No	No
Br5415_koenjgoe-1	No	No	No	No
Br5415_kofdhklo-1	No	No	No	No
Br5415_kofhajda-1	No	No	No	No
Br5415_kofkhaae-1	No	No	No	No
Br5415_kofkplpi-1	No	No	No	No
Br5415_kofpdiad-1	No	No	No	No
Br5415_kogdhlho-1	No	No	No	No
Br5415_koglgnen-1	No	No	No	No
Br5415_kogmpkef-1	No	No	No	No
Br5415_kogolfop-1	No	No	No	No
Br5415_kohbgplc-1	No	No	No	No
Br5415_kohemkal-1	No	No	No	No
Br5415_kohggkci-1	No	No	No	No
Br5415_kohidfjo-1	No	No	No	No
Br5415_kohkbhbl-1	No	No	No	No
Br5415_kohlijol-1	No	No	No	No
Br5415_kohnihhg-1	No	No	No	No
Br5415_kohpddcf-1	No	No	No	No
Br5415_kohpicmj-1	No	No	No	No
Br5415_kohppkol-1	No	No	No	No
Br5415_koicmmne-1	No	No	No	No
Br5415_koidnaci-1	No	No	No	No
Br5415_koiegkdp-1	No	No	No	No
Br5415_koiephdk-1	No	No	No	No
Br5415_koiigglo-1	No	No	No	No
Br5415_koiljkff-1	No	No	No	No
Br5415_kojcebai-1	No	No	No	No
Br5415_kojgiknj-1	No	No	No	No
Br5415_kojpalpp-1	No	No	No	No
Br5415_kojplmkm-1	No	No	No	No
Br5415_kokigegk-1	No	No	No	No
Br5415_kokognln-1	No	No	No	No
Br5415_koldgnal-1	No	No	No	No
Br5415_kolijnhd-1	No	No	No	No
Br5415_kolknann-1	No	No	No	No
Br5415_komamloc-1	No	No	No	No
Br5415_komjheag-1	No	No	No	No
Br5415_komlnimg-1	No	No	No	No
Br5415_kommpeom-1	No	No	No	No
Br5415_konflcoo-1	No	No	No	No
Br5415_konfpkja-1	No	No	No	No
Br5415_kongkoob-1	No	No	No	No
Br5415_konjaiip-1	No	No	No	No
Br5415_konjclbn-1	No	No	No	No
Br5415_konjgdkp-1	No	No	No	No
Br5415_konlokeo-1	No	No	No	No
Br5415_konmaibi-1	No	No	No	No
Br5415_kooaicip-1	No	No	No	No
Br5415_koobakib-1	No	No	No	No
Br5415_koofjfhi-1	No	No	No	No
Br5415_koogiblp-1	No	No	No	No
Br5415_koojnmma-1	No	No	No	No
Br5415_koomdbng-1	No	No	No	No
Br5415_kopdkdml-1	No	No	No	No
Br5415_kopkladb-1	No	No	No	No
Br5415_kpadomma-1	No	No	No	No
Br5415_kpafkjll-1	No	No	No	No
Br5415_kpalcdnn-1	No	No	No	No
Br5415_kpbaebec-1	No	No	No	No
Br5415_kpbcfmlm-1	No	No	No	No
Br5415_kpbdpjof-1	No	No	No	No
Br5415_kpbebofk-1	No	No	No	No
Br5415_kpbihaoo-1	No	No	No	No
Br5415_kpbjcojo-1	No	No	No	No
Br5415_kpbkfjmn-1	No	No	No	No
Br5415_kpcbnnpj-1	No	No	No	No
Br5415_kpcfphmo-1	No	No	No	No
Br5415_kpcifbei-1	No	No	No	No
Br5415_kpcimgde-1	No	No	No	No
Br5415_kpclahde-1	No	No	No	No
Br5415_kpcmbhdo-1	No	No	No	No
Br5415_kpcmdcjn-1	No	No	No	No
Br5415_kpdafegm-1	No	No	No	No
Br5415_kpdbojgi-1	No	No	No	No
Br5415_kpdcdkek-1	No	No	No	No
Br5415_kpdgddkm-1	No	No	No	No
Br5415_kpdjkofh-1	No	No	No	No
Br5415_kpdkeogo-1	No	No	No	No
Br5415_kpdlelod-1	No	No	No	No
Br5415_kpdlnpop-1	No	No	No	No
Br5415_kpeaaapc-1	No	No	No	No
Br5415_kpebngoj-1	No	No	No	No
Br5415_kpehkipc-1	No	No	No	No
Br5415_kpelhmni-1	No	No	No	No
Br5415_kpemambg-1	No	No	No	No
Br5415_kpemckhg-1	No	No	No	No
Br5415_kpenmkbg-1	No	No	No	No
Br5415_kpeoenpo-1	No	No	No	No
Br5415_kpfkejof-1	No	No	No	No
Br5415_kpfmjlah-1	No	No	No	No
Br5415_kpfnfcmn-1	No	No	No	No
Br5415_kpfnlenf-1	No	No	No	No
Br5415_kpfobmbk-1	No	No	No	No
Br5415_kpfodoee-1	No	No	No	No
Br5415_kpgccmjd-1	No	No	No	No
Br5415_kpgcijko-1	No	No	No	No
Br5415_kpggopjo-1	No	No	No	No
Br5415_kpghkepd-1	No	No	No	No
Br5415_kpglnida-1	No	No	No	No
Br5415_kpgnmldj-1	No	No	No	No
Br5415_kphalfff-1	No	No	No	No
Br5415_kphamifn-1	No	No	No	No
Br5415_kphcbafl-1	No	No	No	No
Br5415_kphdfoja-1	No	No	No	No
Br5415_kphdpgfb-1	No	No	No	No
Br5415_kphekoba-1	No	No	No	No
Br5415_kpheobpc-1	No	No	No	No
Br5415_kphhhkff-1	No	No	No	No
Br5415_kphhneea-1	No	No	No	No
Br5415_kphjhgoj-1	No	No	No	No
Br5415_kphnkpga-1	No	No	No	No
Br5415_kphnnjkp-1	No	No	No	No
Br5415_kpidkmmp-1	No	No	No	No
Br5415_kpimkkdf-1	No	No	No	No
Br5415_kpimpoef-1	No	No	No	No
Br5415_kpjadnmi-1	No	No	No	No
Br5415_kpjffmcd-1	No	No	No	No
Br5415_kpjfgegn-1	No	No	No	No
Br5415_kpjhiell-1	No	No	No	No
Br5415_kpjlafna-1	No	No	No	No
Br5415_kpkaogko-1	No	No	No	No
Br5415_kpkkkdba-1	No	No	No	No
Br5415_kpkldphl-1	No	No	No	No
Br5415_kpkllfde-1	No	No	No	No
Br5415_kpkndbep-1	No	No	No	No
Br5415_kplepmni-1	No	No	No	No
Br5415_kplhfenk-1	No	No	No	No
Br5415_kplhjabg-1	No	No	No	No
Br5415_kplohlif-1	No	No	No	No
Br5415_kpmfldgi-1	No	No	No	No
Br5415_kpmgmjha-1	No	No	No	No
Br5415_kpmhkpii-1	No	No	No	No
Br5415_kpmjebom-1	No	No	No	No
Br5415_kpmknabg-1	No	No	No	No
Br5415_kpmncbhn-1	No	No	No	No
Br5415_kpmngggo-1	No	No	No	No
Br5415_kpneigfl-1	No	No	No	No
Br5415_kpnhogic-1	No	No	No	No
Br5415_kpnlnaio-1	No	No	No	No
Br5415_kpnmhhcn-1	No	No	No	No
Br5415_kpnmihih-1	No	No	No	No
Br5415_kpnnieje-1	No	No	No	No
Br5415_kpnohnol-1	No	No	No	No
Br5415_kpocejjh-1	No	No	No	No
Br5415_kpofgffp-1	No	No	No	No
Br5415_kpogccdb-1	No	No	No	No
Br5415_kpolfhkm-1	No	No	No	No
Br5415_kpomebph-1	No	No	No	No
Br5415_kpomipje-1	No	No	No	No
Br5415_kpoocbbm-1	No	No	No	No
Br5415_kpoofhgn-1	No	No	No	No
Br5415_kppgohdl-1	No	No	No	No
Br5415_kppkaomh-1	No	No	No	No
Br5415_kppkfngd-1	No	No	No	No
Br5415_kpppbemk-1	No	No	No	No
Br5415_kpppppep-1	No	No	No	No
Br5415_laablbff-1	No	No	No	No
Br5415_laaehbei-1	No	No	No	No
Br5415_laagibil-1	No	No	No	No
Br5415_laahmkfn-1	No	No	No	No
Br5415_laajlied-1	No	No	No	No
Br5415_laamdhni-1	No	No	No	No
Br5415_laamjlgb-1	No	No	No	No
Br5415_labjijif-1	No	No	No	No
Br5415_labngeni-1	No	No	No	No
Br5415_labnjgge-1	No	No	No	No
Br5415_laceghkb-1	No	No	No	No
Br5415_lacgajba-1	No	No	No	No
Br5415_lacghade-1	No	No	No	No
Br5415_lacokenm-1	No	No	No	No
Br5415_lacpfkid-1	No	No	No	No
Br5415_lacpplkj-1	No	No	No	No
Br5415_ladddimj-1	No	No	No	No
Br5415_laddojnl-1	No	No	No	No
Br5415_ladfhdhd-1	No	No	No	No
Br5415_ladgmnal-1	No	No	No	No
Br5415_ladhmppp-1	No	No	No	No
Br5415_ladkcnkj-1	No	No	No	No
Br5415_ladkgocm-1	No	No	No	No
Br5415_ladommpn-1	No	No	No	No
Br5415_ladpgbkf-1	No	No	No	No
Br5415_laehppio-1	No	No	No	No
Br5415_laepkeho-1	No	No	No	No
Br5415_lafbjnpk-1	No	No	No	No
Br5415_lafeaffh-1	No	No	No	No
Br5415_lafepfmp-1	No	No	No	No
Br5415_laffghno-1	No	No	No	No
Br5415_lafhcafk-1	No	No	No	No
Br5415_lafkggph-1	No	No	No	No
Br5415_lafkmmcg-1	No	No	No	No
Br5415_lafmpnim-1	No	No	No	No
Br5415_lafobkgl-1	No	No	No	No
Br5415_lafphgja-1	No	No	No	No
Br5415_lafpjcfp-1	No	No	No	No
Br5415_lagaocbo-1	No	No	No	No
Br5415_lagefble-1	No	No	No	No
Br5415_lagehglp-1	No	No	No	No
Br5415_laghnfdk-1	No	No	No	No
Br5415_lagijggb-1	No	No	No	No
Br5415_lagikfog-1	No	No	No	No
Br5415_lagjbbnj-1	No	No	No	No
Br5415_lagkpbek-1	No	No	No	No
Br5415_lagnencd-1	No	No	No	No
Br5415_lahcapdb-1	No	No	No	No
Br5415_laheliec-1	No	No	No	No
Br5415_lahldpig-1	No	No	No	No
Br5415_lahlgdfn-1	No	No	No	No
Br5415_lahlofia-1	No	No	No	No
Br5415_lahmkibf-1	No	No	No	No
Br5415_lahnoolf-1	No	No	No	No
Br5415_laieopcp-1	No	No	No	No
Br5415_laifanmi-1	No	No	No	No
Br5415_laikebif-1	No	No	No	No
Br5415_lailfkpa-1	No	No	No	No
Br5415_lainkibg-1	No	No	No	No
Br5415_lainmbmh-1	No	No	No	No
Br5415_laipjnpb-1	No	No	No	No
Br5415_lajbckgp-1	No	No	No	No
Br5415_lajchkco-1	No	No	No	No
Br5415_lajdakaf-1	No	No	No	No
Br5415_lajdinbf-1	No	No	No	No
Br5415_lajdopio-1	No	No	No	No
Br5415_lajehemn-1	No	No	No	No
Br5415_lajfcgpo-1	LC	No	No	No
Br5415_lajjoiam-1	No	No	No	No
Br5415_lajlpopn-1	No	No	No	No
Br5415_lajnjkcg-1	No	No	No	No
Br5415_lajpgahc-1	No	No	No	No
Br5415_lajpolip-1	No	No	No	No
Br5415_lakakjmb-1	No	No	No	No
Br5415_lakdjjgh-1	No	No	No	No
Br5415_lakegank-1	No	No	No	No
Br5415_lakemkam-1	No	No	No	No
Br5415_lakfemce-1	No	No	No	No
Br5415_lakhkfno-1	No	No	No	No
Br5415_lakihknd-1	No	No	No	No
Br5415_lakjedii-1	No	No	No	No
Br5415_lakjmkod-1	No	No	No	No
Br5415_laknjncc-1	No	No	No	No
Br5415_lakpclgh-1	No	No	No	No
Br5415_lalbemif-1	No	No	No	No
Br5415_laldfcna-1	No	No	No	No
Br5415_laleokmj-1	No	No	No	No
Br5415_lalgabnn-1	No	No	No	No
Br5415_lalidiga-1	No	No	No	No
Br5415_lalkgfed-1	No	No	No	No
Br5415_lalmpnak-1	No	No	No	No
Br5415_lalnkjpl-1	No	No	No	No
Br5415_lalondbf-1	No	No	No	No
Br5415_lambnocn-1	No	No	No	No
Br5415_lamcnmak-1	No	No	No	No
Br5415_lamdeked-1	No	No	No	No
Br5415_lamfodgk-1	No	No	No	No
Br5415_lamgimnk-1	No	No	No	No
Br5415_lamlagke-1	No	No	No	No
Br5415_lamljonl-1	No	No	No	No
Br5415_lamnpeob-1	No	No	No	No
Br5415_landoknc-1	No	No	No	No
Br5415_lanhejlk-1	No	No	No	No
Br5415_lanllomc-1	No	No	No	No
Br5415_lanpnddj-1	No	No	No	No
Br5415_laoaecfn-1	No	No	No	No
Br5415_laoamboc-1	No	No	No	No
Br5415_laocbonl-1	No	No	No	No
Br5415_laoeclac-1	No	No	No	No
Br5415_laoginfh-1	No	No	No	No
Br5415_laogjocf-1	No	No	No	No
Br5415_laoiahmb-1	No	No	No	No
Br5415_laoicaba-1	No	No	No	No
Br5415_laonimpa-1	No	No	No	No
Br5415_lapbioge-1	No	No	No	No
Br5415_laphgdgc-1	No	No	No	No
Br5415_lapimekp-1	No	No	No	No
Br5415_lapjlhik-1	No	No	No	No
Br5415_lappfdij-1	LC	No	Yes	No
Br5415_lbabkdoj-1	No	No	No	No
Br5415_lbaekmih-1	No	No	No	No
Br5415_lbahlnbf-1	No	No	No	No
Br5415_lbajbbfi-1	No	No	No	No
Br5415_lbajfmig-1	No	No	No	No
Br5415_lbajnffg-1	No	No	No	No
Br5415_lbakhnbn-1	No	No	No	No
Br5415_lbbaohpc-1	No	No	No	No
Br5415_lbbcfpmc-1	No	No	No	No
Br5415_lbbfmlmf-1	No	No	No	No
Br5415_lbbnidag-1	No	No	No	No
Br5415_lbcapigp-1	No	No	No	No
Br5415_lbcbamae-1	No	No	No	No
Br5415_lbcfkmjc-1	No	No	No	No
Br5415_lbcijgkb-1	No	No	No	No
Br5415_lbcjfbmo-1	No	No	No	No
Br5415_lbdeghed-1	No	No	No	No
Br5415_lbdekdga-1	No	No	No	No
Br5415_lbdhpjob-1	No	No	No	No
Br5415_lbdkoaia-1	No	No	No	No
Br5415_lbdlbnda-1	No	No	No	No
Br5415_lbdmmilg-1	No	No	No	No
Br5415_lbdolmnl-1	No	No	No	No
Br5415_lbeaonnh-1	No	No	No	No
Br5415_lbeclhna-1	No	No	No	No
Br5415_lbehajdc-1	No	No	No	No
Br5415_lbehcenl-1	No	No	No	No
Br5415_lbehgggc-1	No	No	No	No
Br5415_lbehijmh-1	No	No	No	No
Br5415_lbeinkfc-1	No	No	No	No
Br5415_lbelnkbd-1	No	No	No	No
Br5415_lbeoncio-1	No	No	No	No
Br5415_lbfapfhc-1	No	No	No	No
Br5415_lbfdlbom-1	No	No	No	No
Br5415_lbfkcfji-1	No	No	No	No
Br5415_lbfpdlhh-1	No	No	No	No
Br5415_lbgbfjod-1	No	No	No	No
Br5415_lbgdjaoa-1	LC	No	No	No
Br5415_lbgkaonj-1	No	No	No	No
Br5415_lbglnodh-1	No	No	No	No
Br5415_lbgmhagd-1	No	No	No	No
Br5415_lbhcnldi-1	No	No	No	No
Br5415_lbheopea-1	No	No	No	No
Br5415_lbighnej-1	No	No	No	No
Br5415_lbihbknc-1	No	No	No	No
Br5415_lbijebfk-1	No	No	No	No
Br5415_lbikohch-1	No	No	No	No
Br5415_lbilcoki-1	No	No	No	No
Br5415_lbimldkb-1	No	No	No	No
Br5415_lbipfmhb-1	No	No	No	No
Br5415_lbjfhgld-1	No	No	No	No
Br5415_lbjfkmjd-1	No	No	No	No
Br5415_lbjgahoo-1	No	No	No	No
Br5415_lbjhlimg-1	LC	No	No	No
Br5415_lbjldmei-1	No	No	No	No
Br5415_lbjlgnkp-1	No	No	No	No
Br5415_lbjnnagi-1	No	No	No	No
Br5415_lbjpcmki-1	No	No	No	No
Br5415_lbkeeogb-1	LC	No	No	No
Br5415_lbkgcpbf-1	No	No	No	No
Br5415_lbkhcegj-1	No	No	No	No
Br5415_lbkhjdhe-1	No	No	No	No
Br5415_lblcgiip-1	No	No	No	No
Br5415_lblefmkg-1	No	No	No	No
Br5415_lblephgp-1	No	No	No	No
Br5415_lblfndhf-1	No	No	No	No
Br5415_lblilbph-1	No	No	No	No
Br5415_lbljlhoa-1	No	No	No	No
Br5415_lblmafih-1	No	No	No	No
Br5415_lblmejig-1	No	No	No	No
Br5415_lbmcdfid-1	No	No	No	No
Br5415_lbmcflpa-1	No	No	No	No
Br5415_lbmemfpb-1	No	No	No	No
Br5415_lbmfjaam-1	No	No	No	No
Br5415_lbmhbbag-1	No	No	No	No
Br5415_lbmlfefd-1	No	No	No	No
Br5415_lbndlofk-1	No	No	No	No
Br5415_lbnelihn-1	No	No	No	No
Br5415_lbnfeeam-1	No	No	No	No
Br5415_lbnfoogh-1	No	No	No	No
Br5415_lbngjjji-1	No	No	No	No
Br5415_lbngknbj-1	No	No	No	No
Br5415_lbnlmmoe-1	No	No	No	No
Br5415_lbnpjhml-1	No	No	No	No
Br5415_lbodedne-1	No	No	No	No
Br5415_lbohpgmp-1	No	No	No	No
Br5415_lboklacc-1	No	No	No	No
Br5415_lboknkag-1	No	No	No	No
Br5415_lboonaio-1	No	No	No	No
Br5415_lbopaiki-1	No	No	No	No
Br5415_lbpadbee-1	No	No	No	No
Br5415_lbpfcemd-1	No	No	No	No
Br5415_lbpggcnk-1	No	No	No	No
Br5415_lbplhjgg-1	No	No	No	No
Br5415_lbpmmopj-1	No	No	No	No
Br5415_lbpnenaa-1	No	No	No	No
Br5415_lbpooidk-1	No	No	No	No
Br5415_lcacnjfm-1	No	No	No	No
Br5415_lcadfhjh-1	LC	No	No	No
Br5415_lcaecbig-1	No	No	No	No
Br5415_lcaggfda-1	No	No	No	No
Br5415_lcaiipjm-1	No	No	No	No
Br5415_lcainobe-1	LC	No	No	No
Br5415_lcajfbek-1	No	No	No	No
Br5415_lcajpehn-1	No	No	No	No
Br5415_lcamfang-1	No	No	No	No
Br5415_lcamfncn-1	No	No	No	No
Br5415_lcamonif-1	No	No	No	No
Br5415_lcbalpcd-1	No	No	No	No
Br5415_lcbbkneb-1	No	No	No	No
Br5415_lcbcogdk-1	No	No	No	No
Br5415_lcbeakak-1	No	No	No	No
Br5415_lcbgoigj-1	No	No	No	No
Br5415_lcbhemmi-1	No	No	No	No
Br5415_lcbielfl-1	No	No	No	No
Br5415_lcbjhpbo-1	No	No	No	No
Br5415_lccccfgj-1	No	No	No	No
